,0,1,2,3,4,5,6,7,8,9
2185,-4.658607,2.9801579,-1.1338812,-7.051944,-9.864275,-5.5473566,3.0116732,-0.9903124,-6.879691,-10.405687
2186,-37.28552,34.66715,-11.735774,-10.115656,-24.469799,-42.273643,40.274162,-14.787728,-11.398431,-28.18564
2187,-7.8600626,7.0615726,-1.8327206,-10.201296,-12.832506,-6.836686,5.9986157,-1.9114566,-9.55111,-12.300637
2188,3.4934785,0.97222,-0.6207348,-2.7873406,1.0576234,3.9521878,0.5713693,-0.2943899,-2.083075,2.146092
2189,-8.447166,37.030846,-3.902792,-44.947445,-20.266556,-9.405218,40.407154,-4.7135854,-45.207336,-18.918983
2190,-37.163467,38.821003,-10.103633,-9.819525,-18.265621,-39.951782,42.547607,-11.297615,-10.642218,-19.344007
2191,-0.057765722,2.521132,-0.86402273,-2.933241,-1.3338974,-0.03685625,2.3464406,-0.58124924,-2.4482296,-0.71989447
2192,-14.044579,15.382447,-2.7681863,-10.842077,-12.272395,-13.948319,16.191599,-3.6513236,-9.689962,-11.098006
2193,-6.0367956,7.7537665,-2.3139224,-8.032345,-8.629297,-5.048261,7.406568,-3.780991,-7.4060035,-8.828688
2194,-4.4873705,4.839324,-1.0749415,-6.3512473,-7.0742354,-4.700278,4.959247,-1.0670708,-6.308522,-7.116624
2195,-70.02392,68.71128,-13.294368,-67.39289,-81.99989,-74.875015,72.83502,-13.776284,-69.19558,-85.011856
2196,-10.315379,12.027371,-2.748182,-20.510647,-21.546837,-10.531807,12.991213,-2.2992752,-21.73703,-21.5769
2197,-43.26978,46.373775,-10.062947,-40.234303,-47.193253,-42.41231,47.40178,-9.4250765,-42.69134,-47.12695
2198,-6.70152,6.394053,-2.2490406,-12.231962,-14.788469,-7.0088964,6.7505383,-2.4412212,-12.348592,-15.048171
2199,-23.92584,17.241444,-4.8410506,-19.431297,-30.956745,-24.516193,17.745434,-4.1855197,-19.687405,-30.643684
2200,-11.8256235,13.301705,-3.1106315,-13.47998,-15.114531,-22.06813,14.728423,-3.4468784,-15.811501,-26.598085
2201,-8.607758,8.982453,-2.1079679,-11.749311,-13.482583,-7.7495093,8.927517,-2.0964012,-11.855903,-12.774296
