name1,CONFIGURATIONS,DISPERISION,ELECTRO,EXCHANGE,INDUCTION,TOTAL
HEZLOQ.RFD.,HEZLOQ.RFD.CIF_345,-18.1671449,-54.79652442,56.69181813,-15.23220704,-31.50405823
HEZTEL.RFD.,HEZTEL.RFD.CIF_562,-17.85727406,-77.32549602,46.73726117,-18.30065929,-66.7461682
HIBFUW.RFD.,HIBFUW.RFD.CIF_312,-101.4567508,-42.83867061,73.83517123,-13.34143468,-83.80168489
HIBZIB.RFD.,HIBZIB.RFD.CIF_481,-10.46122086,-45.27563864,39.24941491,-12.1673647,-28.65480929
HICTOD.RFD.,HICTOD.RFD.CIF_626,-22.44833443,-71.16661185,77.66716386,-22.96404695,-38.91182937
HIFXOJ.RFD.,HIFXOJ.RFD.CIF_336,-17.50497844,-60.20269575,66.23368118,-18.7623519,-30.23634491
HIFZUR.RFD.,HIFZUR.RFD.CIF_232,-39.04284376,-81.51188928,86.35217268,-23.51148697,-57.71404733
HIJYAB.RFD.,HIJYAB.RFD.CIF_112,-19.61931205,-53.82989728,58.34424503,-16.33759213,-31.44255643
HIJYEF.RFD.,HIJYEF.RFD.CIF_533,-17.33631813,-55.56085403,56.63766194,-16.85442243,-33.11393265
HIKMIA.RFD.,HIKMIA.RFD.CIF_467,-1.73235262,5.8312859,1.03039801,-0.73309621,4.39623508
HINXUB.RFD.,HINXUB.RFD.CIF_316,-15.38849529,-62.50603073,68.04329761,-20.52334372,-30.37457213
HISTPU.RFD.,HISTPU.RFD.CIF_1066,-14.57888759,-62.19005563,62.40569393,-21.74398213,-36.10723142
HIVGAW.RFD.,HIVGAW.RFD.CIF_212,-44.02720002,-37.41648189,39.0120573,-13.0353394,-55.46696401
HIZBUR.RFD.,HIZBUR.RFD.CIF_274,-11.96256429,-50.28849652,43.57602918,-11.68141684,-30.35644847
HMPHTY10.RFD.,HMPHTY10.RFD.CIF_290,-6.94381769,-38.28659277,24.38956521,-9.78244688,-30.62329213
HMTHQU.RFD.,HMTHQU.RFD.CIF_197,-24.13887993,-72.44156818,83.81580847,-26.23519147,-38.99983111
HODHUE.RFD.,HODHUE.RFD.CIF_1011,-6.54795605,-13.23092185,7.01037647,-2.03359244,-14.80209387
HODRIB.RFD.,HODRIB.RFD.CIF_397,-7.49797872,-39.06663158,29.08367901,-8.54091823,-26.02184952
HODYEF.RFD.,HODYEF.RFD.CIF_2301,-8.5091779,-56.23624249,43.120542,-12.4223043,-34.04718269
HOFJUH.RFD.,HOFJUH.RFD.CIF_561,-9.10898655,-50.73934341,33.7341199,-8.81181485,-34.92602491
HOFRIE.RFD.,HOFRIE.RFD.CIF_286,-6.64470674,-22.04899994,13.26660629,-4.70465602,-20.13175641
HOJLIC.RFD.,HOJLIC.RFD.CIF_272,-6.67224148,-40.28156319,17.09155818,-7.76279529,-37.62504178
HOLWAI.RFD.,HOLWAI.RFD.CIF_1322,-19.00424724,-68.43845991,61.259053,-15.86128386,-42.04493801
HOQHAW.RFD.,HOQHAW.RFD.CIF_271,-8.32311842,-44.34482232,34.83544214,-10.73555656,-28.56805516
HOQQEL.RFD.,HOQQEL.RFD.CIF_214,-10.23195283,-49.98501849,49.77346403,-13.12803643,-23.57154372
HOQQIP.RFD.,HOQQIP.RFD.CIF_632,-8.40736235,-35.13990843,32.45608878,-8.39013891,-19.48132091
HOSZAT.RFD.,HOSZAT.RFD.CIF_1076,-4.89826555,-6.20879301,7.10182564,-1.74399128,-5.7492242
HOWLAJ.RFD.,HOWLAJ.RFD.CIF_542,-28.95836413,-113.3863391,133.9443262,-63.40763165,-71.80800868
HOWLEN.RFD.,HOWLEN.RFD.CIF_279,-25.54669448,-97.88497189,109.6279737,-39.53173707,-53.33542971
HOWLOX.RFD.,HOWLOX.RFD.CIF_927,-22.16092708,-84.86700883,86.77025942,-27.86926391,-48.1269404
HOWLUD.RFD.,HOWLUD.RFD.CIF_1126,-25.00653451,-96.60021818,101.1825548,-39.1348633,-59.55906116
HOXGOT.RFD.,HOXGOT.RFD.CIF_359,-24.01389619,-72.85714235,80.91946901,-22.83980544,-38.79137497
HOXGUZ.RFD.,HOXGUZ.RFD.CIF_702,-26.16866871,-75.08811879,83.91207128,-25.37387947,-42.71859569
HOXHAE.RFD.,HOXHAE.RFD.CIF_922,-18.07207079,-63.30200772,59.61950699,-15.83098367,-37.58555519
HOZPIX.RFD.,HOZPIX.RFD.CIF_433,-17.12892145,-78.01194493,57.57783361,-20.89034071,-58.45337348
HOZPOD.RFD.,HOZPOD.RFD.CIF_907,-27.70269002,-131.6647047,128.9051587,-54.98661093,-85.44884691
HOZPUJ.RFD.,HOZPUJ.RFD.CIF_522,-10.47659863,-46.54860915,35.99407548,-13.20239631,-34.23352861
HUBLAU.RFD.,HUBLAU.RFD.CIF_736,-8.86616673,-35.30743945,27.81111679,-7.31563825,-23.67812764
HUDTUY.RFD.,HUDTUY.RFD.CIF_482,-17.2591548,-67.87092112,56.57911543,-19.39025942,-47.94121991
HUGSOR.RFD.,HUGSOR.RFD.CIF_209,-9.10633974,-37.83281935,28.36841227,-8.64544351,-27.21619033
HUHJEA.RFD.,HUHJEA.RFD.CIF_505,-3.33865269,-4.91998448,3.62537017,-1.12681537,-5.76008237
HUHQUZ.RFD.,HUHQUZ.RFD.CIF_822,-26.06844847,-102.6845226,115.1951639,-45.14041998,-58.69822716
HUHRAD.RFD.,HUHRAD.RFD.CIF_621,-52.163808,-13.03354378,39.56592692,-4.55863247,-30.19005733
HUKPIM.RFD.,HUKPIM.RFD.CIF_374,-18.07398904,-16.68548284,15.92439981,-3.59406795,-22.42914002
HUMNEK.RFD.,HUMNEK.RFD.CIF_260,-24.08854918,-118.2450741,96.82450486,-39.62262446,-85.13174286
HUNJEH.RFD.,HUNJEH.RFD.CIF_195,-22.4196062,-71.73027892,66.55189442,-17.69734813,-45.29533883
HUNJIL.RFD.,HUNJIL.RFD.CIF_253,-20.91399883,-77.87379099,74.11218189,-19.19829618,-43.87390411
HUNJOR.RFD.,HUNJOR.RFD.CIF_319,-16.5390663,-59.02795068,45.21903723,-12.59502111,-42.94300086
HUNWUI.RFD.,HUNWUI.RFD.CIF_506,-36.00100969,-80.51327288,50.92724556,-16.96432846,-82.55136547
HUNXAP.RFD.,HUNXAP.RFD.CIF_437,-39.21450512,-90.31345021,67.67732051,-18.90999429,-80.76062911
HUVGIQ.RFD.,HUVGIQ.RFD.CIF_234,-17.56618878,-69.85120171,68.70603897,-17.75987558,-36.4712271
HUVGOW.RFD.,HUVGOW.RFD.CIF_171,-20.37141282,-70.33127523,74.59413811,-26.87256432,-42.98111426
HUVGUC.RFD.,HUVGUC.RFD.CIF_1136,-8.38421407,-42.29342851,37.96779037,-9.54517109,-22.2550233
HUWYEF.RFD.,HUWYEF.RFD.CIF_511,-16.7931631,-37.58559381,31.2939058,-7.98297751,-31.06782862
HUYTEC.RFD.,HUYTEC.RFD.CIF_881,-9.80059963,-40.05316418,35.89920713,-8.86113186,-22.81568854
HUZSEA.RFD.,HUZSEA.RFD.CIF_205,-56.17137284,-35.08963106,46.29699831,-11.20509293,-56.16909852
HXANTH10.RFD.,HXANTH10.RFD.CIF_360,-7.25609223,-35.00016853,27.23040195,-6.53728823,-21.56314704
HXBIUR10.RFD.,HXBIUR10.RFD.CIF_406,-6.5792794,-34.66774323,30.8173601,-7.75887466,-18.18853719
IBETIW.RFD.,IBETIW.RFD.CIF_288,-8.8743279,-35.4802893,28.36559932,-7.99785664,-23.98687452
IBISIY.RFD.,IBISIY.RFD.CIF_1697,-17.25951553,-70.16237287,85.03181137,-22.63060608,-25.02068311
IBOZAD.RFD.,IBOZAD.RFD.CIF_129,-106.0708802,-63.66786193,94.63070018,-21.39256324,-96.50060518
IBOZEH.RFD.,IBOZEH.RFD.CIF_252,-113.3338657,-58.13219384,88.72277803,-21.54394674,-104.2872282
IBUVUY.RFD.,IBUVUY.RFD.CIF_255,-11.82788714,-47.28777561,37.59406822,-8.45720902,-29.97880355
ICEGAZ.RFD.,ICEGAZ.RFD.CIF_292,-13.06128445,-65.13149216,72.57166132,-22.73099589,-28.35211118
ICOVIJ.RFD.,ICOVIJ.RFD.CIF_278,-19.2338123,-76.85228784,59.43552596,-24.95759716,-61.60817134
IDEHIM.RFD.,IDEHIM.RFD.CIF_362,-10.39082252,-51.23944609,45.14928016,-11.0543718,-27.53536025
IDELIO.RFD.,IDELIO.RFD.CIF_616,-17.47081358,-53.21022154,30.27986599,-10.83378788,-51.23495701
IDENEM.RFD.,IDENEM.RFD.CIF_331,-23.96580672,-74.11230197,43.8632444,-17.72804336,-71.94290765
IFEGAE.RFD.,IFEGAE.RFD.CIF_727,-22.19685076,-60.03401489,70.23705342,-26.71126715,-38.70507938
IFORAY.RFD.,IFORAY.RFD.CIF_1327,-24.39587081,-74.19499462,76.90040887,-18.95359243,-40.64404899
IFOTIJ.RFD.,IFOTIJ.RFD.CIF_341,-12.68245957,-65.13613439,64.93961102,-17.58497161,-30.46395455
IFUCIW.RFD.,IFUCIW.RFD.CIF_465,-11.40816137,-37.42020145,32.08108118,-7.74730465,-24.49458629
IGIHIS.RFD.,IGIHIS.RFD.CIF_632,-20.63105401,-86.77659313,86.19425763,-24.9071431,-46.12053261
IGODIU.RFD.,IGODIU.RFD.CIF_722,-9.42921618,-33.32722932,30.17893695,-6.56001484,-19.13752339
IGUPUY.RFD.,IGUPUY.RFD.CIF_476,-14.14336755,-42.80347819,43.36031642,-10.10311897,-23.68964829
IHESAR.RFD.,IHESAR.RFD.CIF_777,-4.7195008,-19.9795871,10.05896392,-3.16727661,-17.80740059
IHIWAZ.RFD.,IHIWAZ.RFD.CIF_757,-20.90001427,-9.19505932,14.49724977,-3.56920619,-19.16703001
IJARES.RFD.,IJARES.RFD.CIF_496,-9.96527733,-48.19651524,34.57188426,-9.46506845,-33.05497676
IJEZUT.RFD.,IJEZUT.RFD.CIF_223,-22.36866342,-83.42752761,85.12654336,-26.2293909,-46.89903857
IJIBEJ.RFD.,IJIBEJ.RFD.CIF_626,-26.53577527,-130.4106924,121.1767864,-54.15087866,-89.92055995
IJOFES.RFD.,IJOFES.RFD.CIF_450,-9.58909047,-43.23971239,37.68204088,-14.21677205,-29.36353403
IJOYAI.RFD.,IJOYAI.RFD.CIF_367,-21.62687475,-78.71936774,86.40064525,-19.80249174,-33.74808898
IJUFAX.RFD.,IJUFAX.RFD.CIF_726,-24.40784539,-7.94252382,19.19232233,-1.85276417,-15.01081105
IQIHEW.RFD.,IQIHEW.RFD.CIF_501,-19.86546801,-92.13832681,104.7025575,-36.2201596,-43.52139693
IRUGIM.RFD.,IRUGIM.RFD.CIF_937,-27.67752952,-99.84751231,98.49299814,-25.72809,-54.76013369
ISEDOB.RFD.,ISEDOB.RFD.CIF_1211,-11.10214556,-72.35803012,69.28422446,-24.61262932,-38.78858054
ISONUC.RFD.,ISONUC.RFD.CIF_812,-8.18247749,-24.16503623,21.98118565,-5.33191416,-15.69824223
ITASON.RFD.,ITASON.RFD.CIF_210,-10.08865049,-49.37873561,42.23393148,-12.18736267,-29.42081729
IVAFIX.RFD.,IVAFIX.RFD.CIF_507,-11.75184676,-36.94057567,37.55258814,-13.83433822,-24.97417251
IVOHAE.RFD.,IVOHAE.RFD.CIF_421,-31.43006128,-9.27513015,20.43569484,-2.9555544,-23.22505099
IVORES.RFD.,IVORES.RFD.CIF_1426,-12.49566886,-42.34718077,28.68814,-9.18023971,-35.33494934
IVUQIZ.RFD.,IVUQIZ.RFD.CIF_249,-19.37507555,-71.87705234,76.04916053,-25.73131903,-40.93428639
IWIHIH.RFD.,IWIHIH.RFD.CIF_680,-17.35018538,-67.63899157,85.96360305,-26.32805591,-25.35362981
IWOKEL.RFD.,IWOKEL.RFD.CIF_1032,-10.85673787,-40.54274715,36.38147047,-11.38263709,-26.40065164
IXUCEM.RFD.,IXUCEM.RFD.CIF_237,-63.00457103,-28.03605493,46.07288268,-3.94656318,-48.91430646
IYEJAA.RFD.,IYEJAA.RFD.CIF_301,-7.56628262,-39.49503196,24.92525917,-7.28351659,-29.419572
IYIYAR.RFD.,IYIYAR.RFD.CIF_333,-10.97274443,-25.46270392,26.35952087,-6.63888909,-16.71481657
IYIYIZ.RFD.,IYIYIZ.RFD.CIF_1500,-10.92326311,-13.99856894,8.14171589,-3.03325495,-19.81337111
IZANOP.RFD.,IZANOP.RFD.CIF_521,-11.1074348,-30.74540587,20.56502486,-6.22047849,-27.5082943
IZAWOW.RFD.,IZAWOW.RFD.CIF_257,-26.88612245,-33.17596391,26.23669605,-7.24517088,-41.07056119
IZAWUE.RFD.,IZAWUE.RFD.CIF_712,-6.45443344,-29.75294655,24.81598652,-6.32327984,-17.71467331
IZEJIJ.RFD.,IZEJIJ.RFD.CIF_876,-12.73035358,-37.53504168,31.2233661,-6.728038,-25.77006716
IZUZUZ.RFD.,IZUZUZ.RFD.CIF_872,-32.68290605,-39.04286538,33.62997911,-8.19169705,-46.28748937
JABYIX.RFD.,JABYIX.RFD.cif_752,-37.22841673,-65.33958206,46.08557533,-13.30765565,-69.79007911
JABYOD.RFD.,JABYOD.RFD.cif_311,-33.04375272,-46.21154379,33.82660436,-9.5001334,-54.92882555
JAQVOP.RFD.,JAQVOP.RFD.cif_748,-15.7113966,-26.50130153,10.98748748,-6.64007728,-37.86528793
JAQXOR.RFD.,JAQXOR.RFD.cif_212,-42.6800381,-34.30353386,37.55681308,-11.69358833,-51.12034721
JASSAY.RFD.,JASSAY.RFD.cif_661,-5.97858245,-22.57974342,23.70571263,-5.20709404,-10.05970728
JAVQEF.RFD.,JAVQEF.RFD.cif_556,-23.51915936,-95.65078946,104.0200199,-25.96377474,-41.11370365
JAWJIA.RFD.,JAWJIA.RFD.cif_481,-12.76411673,-72.30332685,69.65378743,-21.72646548,-37.14012163
JAYCIZ.RFD.,JAYCIZ.RFD.cif_506,-118.6698572,-68.02938734,101.0969771,-25.9624085,-111.5646759
JEBDUS.RFD.,JEBDUS.RFD.cif_271,-15.10260283,-47.9212898,46.53543727,-10.39165544,-26.8801108
JECNAK.RFD.,JECNAK.RFD.cif_541,-30.23909135,-92.00151354,93.79109809,-31.15764192,-59.60714872
JEDHIN.RFD.,JEDHIN.RFD.cif_269,-49.63037772,-26.54663133,44.05389409,-7.12544912,-39.24856408
JEDHOT.RFD.,JEDHOT.RFD.cif_196,-20.72039391,-61.75564058,63.01729137,-19.9281708,-39.38691392
JEDHUZ.RFD.,JEDHUZ.RFD.cif_576,-46.31127911,-37.11811857,42.04529429,-8.0346871,-49.41879049
JEDJAH.RFD.,JEDJAH.RFD.cif_601,-61.02594416,-45.11283724,56.06515766,-9.39498903,-59.46861277
JEGBAZ.RFD.,JEGBAZ.RFD.cif_305,-21.25428585,-74.46820447,77.17471199,-21.82485036,-40.37262869
JEGBON.RFD.,JEGBON.RFD.cif_97,-21.77337901,-93.94355697,104.4085643,-37.73268871,-49.04106041
JEGYUQ.RFD.,JEGYUQ.RFD.cif_611,-14.71112819,-47.16454232,48.72346175,-13.65866103,-26.81086979
JELJES.RFD.,JELJES.RFD.cif_441,-75.68750092,-34.13739389,53.83703587,-6.94716375,-62.93502269
JEMHIT.RFD.,JEMHIT.RFD.cif_1121,-20.01683174,-78.06506585,80.30937762,-29.20400553,-46.9765255
JEMPAS.RFD.,JEMPAS.RFD.cif_476,-9.12264024,-27.47792681,21.3736576,-4.22037852,-19.44728797
JESMAW.RFD.,JESMAW.RFD.cif_292,-13.37388409,-30.9276075,21.47809039,-8.86561883,-31.68902003
JESMEA.RFD.,JESMEA.RFD.cif_221,-10.92227092,-7.78693148,9.1998504,-4.74500378,-14.25435578
JESMIE.RFD.,JESMIE.RFD.cif_173,-35.35718412,-107.0579148,124.9016348,-49.11901736,-66.63248152
JESMOK.RFD.,JESMOK.RFD.cif_437,-22.42326759,-81.889548,83.56522321,-30.71313087,-51.46072325
JESMUQ.RFD.,JESMUQ.RFD.cif_1462,-21.27183492,-120.0632571,96.25172929,-43.18100397,-88.26436665
JESVIN.RFD.,JESVIN.RFD.cif_1091,-29.76680813,-58.58821162,45.2061145,-12.88370862,-56.03261387
JEYNOR.RFD.,JEYNOR.RFD.cif_647,-2.44125881,-2.69525681,1.86850914,-0.64823882,-3.9162453
JICYAY.RFD.,JICYAY.RFD.cif_561,-6.65492234,-29.97474746,23.3290445,-6.06899212,-19.36961742
JIDBIK01.RFD.,JIDBIK01.RFD.cif_326,-77.53062287,-44.6811035,72.40911193,-18.17204272,-67.97465716
JIFWIH.RFD.,JIFWIH.RFD.cif_851,-10.70332601,-50.84898638,50.72113852,-13.76499941,-24.59617328
JIJSOO.RFD.,JIJSOO.RFD.cif_215,-104.7986625,-42.42121713,69.98575647,-9.56864283,-86.80276603
JIJWIL.RFD.,JIJWIL.RFD.cif_322,-25.62002085,-68.21874065,60.85374078,-21.36276553,-54.34778625
JIQMAB.RFD.,JIQMAB.RFD.cif_191,-12.64010364,-14.37071898,7.90025851,-3.42420483,-22.53476894
JIQMII.RFD.,JIQMII.RFD.cif_667,-9.92599093,-45.97227747,40.50009236,-10.69193306,-26.0901091
JIRJEZ.RFD.,JIRJEZ.RFD.cif_481,-9.0103682,-37.7123532,35.05195565,-10.0868195,-21.75758525
JIRQUZ.RFD.,JIRQUZ.RFD.cif_150,-8.70303469,-32.11434296,32.31973772,-8.6541854,-17.15182533
JIRRIO.RFD.,JIRRIO.RFD.cif_736,-29.58341722,-47.53104296,42.37987056,-13.53176267,-48.26635229
JIYWET.RFD.,JIYWET.RFD.cif_922,-9.09754957,-50.86123233,45.39218094,-13.84369728,-28.41029824
JIZZOL.RFD.,JIZZOL.RFD.cif_485,-17.68161279,-41.73135568,39.25390306,-12.49929295,-32.65835836
JOCTAZ.RFD.,JOCTAZ.RFD.cif_1286,-26.91450521,-32.77486525,25.79246357,-7.24131313,-41.13822002
JOCVEC.RFD.,JOCVEC.RFD.cif_161,-98.69127992,-43.45177019,67.44110208,-13.72898866,-88.43093669
JODPIC.RFD.,JODPIC.RFD.cif_506,-10.37613105,-48.01888222,44.68942086,-11.5556093,-25.26120171
JOLSAE.RFD.,JOLSAE.RFD.cif_1071,-19.38613895,-82.09278762,64.99897309,-21.64373034,-58.12368382
JOPPAF.RFD.,JOPPAF.RFD.cif_222,-56.77770297,-60.3594723,80.12793604,-17.68748865,-54.69672788
JOQGED.RFD.,JOQGED.RFD.cif_418,-89.64189306,-39.11538076,71.35499726,-7.80276082,-65.20503738
JOZZED.RFD.,JOZZED.RFD.cif_1161,-19.74472861,-79.56696852,88.74130614,-36.63002839,-47.20041938
JUCDIX.RFD.,JUCDIX.RFD.cif_521,-24.88148542,-41.45374814,43.85511916,-11.93725541,-34.41736981
JUCDOD.RFD.,JUCDOD.RFD.cif_521,-17.80425915,-27.81019705,25.40848242,-5.90479183,-26.11076561
JUHLAB.RFD.,JUHLAB.RFD.cif_296,-21.43638402,-84.1615236,89.51690046,-23.18977104,-39.2707782
JUPKOU.RFD.,JUPKOU.RFD.cif_452,-13.09820726,-59.0212098,52.91553924,-21.08838466,-40.29226248
JUPKUD.RFD.,JUPKUD.RFD.cif_346,-6.62839022,-31.55245483,19.33513064,-5.36025466,-24.20596907
JUXSAY.RFD.,JUXSAY.RFD.cif_442,-12.25418762,-58.62562015,54.11728936,-14.89647234,-31.65899075
JUYVIL.RFD.,JUYVIL.RFD.cif_189,-75.19132926,-30.84466947,63.82825332,-11.62731039,-53.8350558
JUYXAF.RFD.,JUYXAF.RFD.cif_332,-77.73962533,-34.00160523,64.99626731,-12.68892825,-59.4338915
KABMIL.RFD.,KABMIL.RFD.cif_537,-6.92501989,-25.82458669,22.11328306,-6.51655828,-17.1528818
KAMQOH.RFD.,KAMQOH.RFD.cif_1160,-15.46682236,-52.39778275,39.49790316,-17.50142116,-45.86812311
KAWYIU.RFD.,KAWYIU.RFD.cif_361,-8.15549845,-37.19067532,34.63596294,-8.45915802,-19.16936885
KEBCUS.RFD.,KEBCUS.RFD.cif_621,-10.57777458,-34.11835739,20.95985701,-7.29702254,-31.0332975
KEBHUY.RFD.,KEBHUY.RFD.cif_615,-13.03954927,-38.9148887,20.06397578,-8.05636426,-39.94682645
KEBJAD.RFD.,KEBJAD.RFD.cif_931,-8.66050112,-40.43694059,32.82264025,-9.47863743,-25.75343889
KEBJEI.RFD.,KEBJEI.RFD.cif_521,-12.64995273,-43.28103938,51.64748751,-12.5206993,-16.8042039
KEBJIM.RFD.,KEBJIM.RFD.cif_462,-30.04461415,-104.0408364,102.3942995,-30.26270098,-61.95385204
KEBLUC.RFD.,KEBLUC.RFD.cif_657,-18.3854737,-56.4312545,61.9413274,-18.57775725,-31.45315805
KEBTEU.RFD.,KEBTEU.RFD.cif_676,-77.07704619,-32.8427124,58.14332273,-11.14463698,-62.92107284
KEBZOK.RFD.,KEBZOK.RFD.cif_201,-20.68373437,-8.50772725,13.44279225,-1.54703658,-17.29570595
KEDBUS.RFD.,KEDBUS.RFD.cif_1176,-10.7221909,-44.8770687,36.28661013,-10.07850226,-29.39115173
KEFQAQ.RFD.,KEFQAQ.RFD.cif_411,-6.93779255,-11.59324431,9.89315399,-1.72790313,-10.365786
KEFWEA.RFD.,KEFWEA.RFD.cif_536,-33.65404943,-49.10169857,66.97170667,-20.31821094,-36.10225227
KEFXEC.RFD.,KEFXEC.RFD.cif_468,-16.26570693,-66.04857638,63.68832211,-21.35500093,-39.98096213
KEFXUS.RFD.,KEFXUS.RFD.cif_605,-24.51827827,-97.16158769,99.90333981,-35.20639039,-56.98291654
KEKWEG.RFD.,KEKWEG.RFD.cif_541,-10.14329819,-42.91431004,31.68666801,-11.1814679,-32.55240812
KEPQOO.RFD.,KEPQOO.RFD.cif_177,-8.46572275,-39.13176904,32.77502842,-9.8771872,-24.69965057
KETRUZ.RFD.,KETRUZ.RFD.cif_585,-13.86816893,-38.75067493,17.39861934,-7.59419851,-42.81442303
KEZKIK.RFD.,KEZKIK.RFD.cif_393,-6.71164561,-33.51783126,26.18747171,-7.21213894,-21.2541441
KEZXIA.RFD.,KEZXIA.RFD.cif_481,-107.3655489,-55.79309351,82.99420183,-19.38418317,-99.54862374
KICWIE.RFD.,KICWIE.RFD.cif_169,-51.5442301,-35.97459488,46.49955379,-6.41068443,-47.42995562
KIDJEQ.RFD.,KIDJEQ.RFD.cif_244,-14.40333891,-31.48069858,34.42213066,-8.82536882,-20.28727565
KIGDOU.RFD.,KIGDOU.RFD.cif_188,-18.11020456,-8.80313238,11.08258188,-2.38050222,-18.21125728
KIGKER.RFD.,KIGKER.RFD.cif_231,-19.25289009,-72.49504366,67.95093019,-18.13656515,-41.93356871
KIGKIV.RFD.,KIGKIV.RFD.cif_396,-23.43605415,-86.79855547,87.04680879,-26.11530293,-49.30310376
KIGKOB.RFD.,KIGKOB.RFD.cif_367,-24.91444993,-92.37725467,95.40767402,-32.83932421,-54.72335479
KIGLES.RFD.,KIGLES.RFD.cif_581,-25.40197153,-94.35728309,111.6130345,-45.00773641,-53.15395653
KIGLIW.RFD.,KIGLIW.RFD.cif_911,-23.79055904,-104.7387087,70.99965722,-32.38562351,-89.91523404
KIGLOC.RFD.,KIGLOC.RFD.cif_527,-28.8111701,-136.2106094,127.7135347,-60.92025562,-98.22850039
KIHSIH.RFD.,KIHSIH.RFD.cif_296,-44.31934582,-81.18016051,50.33951115,-20.98147066,-96.14146584
KIHSON.RFD.,KIHSON.RFD.cif_380,-43.67754459,-73.40874525,48.17717271,-18.92551928,-87.83463641
KIHTEE.RFD.,KIHTEE.RFD.cif_556,-40.28756497,-70.59531413,43.84833372,-18.92391785,-85.95846323
KIJSED.RFD.,KIJSED.RFD.cif_256,-41.23028716,-20.70445246,32.42348147,-5.97658704,-35.48784519
KIJSIH.RFD.,KIJSIH.RFD.cif_352,-14.98129861,-66.54821545,49.22945306,-15.10558376,-47.40564476
KIJSUT.RFD.,KIJSUT.RFD.cif_837,-20.25999868,-93.96311323,82.42011781,-31.24149407,-63.04448817
KIJTAA.RFD.,KIJTAA.RFD.cif_253,-14.07600852,-30.28691086,21.86768641,-6.00176502,-28.49699799
KIJTEE.RFD.,KIJTEE.RFD.cif_222,-66.1165456,-21.65848337,44.78951521,-6.3271314,-49.31264516
KILCEO.RFD.,KILCEO.RFD.cif_586,-7.47405781,-15.42940099,3.7430303,-2.66461197,-21.82504047
KIMKOK.RFD.,KIMKOK.RFD.cif_233,-8.00451035,-46.27142889,35.93600481,-9.52841857,-27.868353
KIMXIP.RFD.,KIMXIP.RFD.cif_1263,-2.42630336,-5.2691601,2.25457149,-0.48581009,-5.92670206
KINVAG.RFD.,KINVAG.RFD.cif_691,-23.91874331,-133.3099569,138.0298292,-58.95379026,-78.15266123
KIQYOB.RFD.,KIQYOB.RFD.cif_207,-11.30064549,-71.44583106,73.4701418,-22.8140792,-32.09041395
KIVLAG.RFD.,KIVLAG.RFD.cif_763,-8.93953483,-41.32606176,32.60957788,-9.78481797,-27.44083668
KIXPUG.RFD.,KIXPUG.RFD.cif_284,-16.4785057,-51.07428552,32.23184192,-11.56767379,-46.88862309
KIXROA.RFD.,KIXROA.RFD.cif_661,-3.61417675,-19.39726017,7.27758174,-2.67133667,-18.40519185
KIYLOX.RFD.,KIYLOX.RFD.cif_663,-13.10309365,-57.709208,53.43349139,-15.948788,-33.32759826
KIYTIZ.RFD.,KIYTIZ.RFD.cif_827,-17.10766926,-19.81158994,17.9623669,-4.21519393,-23.17208623
KIYWEX.RFD.,KIYWEX.RFD.cif_601,-12.3775233,-59.48910594,64.66807552,-15.62355003,-22.82210375
KIYZAX.RFD.,KIYZAX.RFD.cif_442,-14.96846438,-69.25613128,65.04852555,-20.67462286,-39.85069297
KIZJEJ.RFD.,KIZJEJ.RFD.cif_577,-19.02682071,-15.86862606,19.56915763,-4.15387215,-19.48016129
KIZVAQ.RFD.,KIZVAQ.RFD.cif_611,-69.53019766,-39.67231846,54.90599851,-10.15712215,-64.45363976
KOBFIQ.RFD.,KOBFIQ.RFD.cif_455,-67.43733643,-33.67280545,47.9533068,-9.9874959,-63.14433098
KODKUM.RFD.,KODKUM.RFD.cif_1646,-14.27980493,-48.85095402,50.78555098,-17.2818682,-29.62707617
KOFXIP.RFD.,KOFXIP.RFD.cif_279,-32.7940253,-77.27795593,45.70279403,-17.42031601,-81.78950321
KOJKEZ.RFD.,KOJKEZ.RFD.cif_388,-16.958819,-65.65102104,52.26673637,-13.45672992,-43.79983359
KOJZOY.RFD.,KOJZOY.RFD.cif_387,-6.83635388,-31.370569,21.59337651,-4.15743966,-20.77098603
KOJZUE.RFD.,KOJZUE.RFD.cif_1051,-11.52183144,-44.56821368,44.90140692,-15.79710101,-26.98573921
KOPJUW.RFD.,KOPJUW.RFD.cif_646,-13.0870632,-17.85236942,14.15503826,-3.91752726,-20.70192162
KOTYUQ.RFD.,KOTYUQ.RFD.cif_571,-21.2482594,-68.94262732,64.05495032,-16.49941963,-42.63535603
KOVHUY.RFD.,KOVHUY.RFD.cif_841,-18.73787386,-32.30649437,19.25897082,-8.27984607,-40.06524348
KOXTAU.RFD.,KOXTAU.RFD.cif_606,-28.26839631,-41.87731312,46.82598282,-11.06169279,-34.3814194
KUBQIK.RFD.,KUBQIK.RFD.cif_946,-9.60224548,-47.1745278,44.4541858,-13.10106413,-25.42365161
KUCBOZ.RFD.,KUCBOZ.RFD.cif_556,-7.35687784,-35.21131322,19.30979989,-5.24275921,-28.50115038
KUCKOI.RFD.,KUCKOI.RFD.cif_616,-11.83056786,-51.1314023,50.27624436,-13.63981445,-26.32554025
KUDRUZ.RFD.,KUDRUZ.RFD.cif_417,-48.20376252,-52.75399763,57.78154606,-11.36112762,-54.53734171
