name1,CONFIGURATIONS,DISPERISION,ELECTRO,EXCHANGE,INDUCTION,TOTAL
BEDQAG.RFD.,BEDQAG.RFD.cif_291,-63.63643375,-44.67381988,60.74566286,-12.55068107,-60.11527184
BEDQEK.RFD.,BEDQEK.RFD.cif_821,-37.69683849,-10.99115162,37.22054387,-8.9271677,-20.39461394
BEDQIO.RFD.,BEDQIO.RFD.cif_487,-92.48829146,-57.75216339,87.53126318,-18.65353612,-81.36272779
BEDQUA.RFD.,BEDQUA.RFD.cif_466,-79.83066929,-51.63507241,76.18735288,-16.04830772,-71.32669654
BEDREL.RFD.,BEDREL.RFD.cif_826,-91.10536191,-55.10348226,79.564212,-19.36335934,-86.00799151
BEMBEC.RFD.,BEMBEC.RFD.cif_845,-27.81145151,-69.49632208,68.80583823,-23.98902902,-52.49096438
BEMDUW.RFD.,BEMDUW.RFD.cif_502,-15.84194426,-76.03756205,61.38680345,-23.78926703,-54.28196989
BEPBAD.RFD.,BEPBAD.RFD.cif_285,-18.1175372,-29.91372222,22.66830298,-7.23016629,-32.59312273
BEPGUC.RFD.,BEPGUC.RFD.cif_260,-92.68488416,-47.49253477,70.69041916,-17.06650636,-86.55350613
BEPYOO.RFD.,BEPYOO.RFD.cif_514,-1.95763389,-2.5208037,2.78297505,-0.42684462,-2.12230716
BERFEM.RFD.,BERFEM.RFD.cif_1126,-27.37813441,-53.33870166,40.16591389,-11.99909259,-52.55001477
BERNOE.RFD.,BERNOE.RFD.cif_1062,-17.68511235,-34.85699461,22.8058829,-8.08533871,-37.82156277
BESJES.RFD.,BESJES.RFD.cif_591,-27.82340285,-125.3034894,129.2965475,-50.74911333,-74.57945809
BESLUG.RFD.,BESLUG.RFD.cif_1086,-14.8465369,-82.27376485,67.95414875,-20.24988114,-49.41603414
BEYLID.RFD.,BEYLID.RFD.cif_811,-8.79531274,-45.28740428,35.47900353,-8.89773632,-27.50144981
BIBBAT.RFD.,BIBBAT.RFD.cif_141,-18.70416453,-84.21128606,68.22755484,-25.54289726,-60.23079301
BIBMAE.RFD.,BIBMAE.RFD.cif_536,-39.22433101,-29.12804498,33.42357595,-9.71047462,-44.63927466
BIBQAH.RFD.,BIBQAH.RFD.cif_727,-10.00552138,-53.90558189,49.86949509,-13.50479979,-27.54640797
BICMAD.RFD.,BICMAD.RFD.cif_719,-16.23455473,-81.74430817,87.43664009,-32.03063146,-42.57285427
BIGFEC.RFD.,BIGFEC.RFD.cif_847,-10.14749633,-48.99151057,39.82739861,-13.26039688,-32.57200517
BIMSUM.RFD.,BIMSUM.RFD.cif_432,-22.94571402,-108.6328098,90.78133446,-34.29329899,-75.09048832
BINDIL.RFD.,BINDIL.RFD.cif_337,-27.88301356,-83.89470512,101.7826012,-34.06730933,-44.06242684
BIRMEU.RFD.,BIRMEU.RFD.cif_1042,-9.12019402,-43.54708868,41.3755381,-14.42827732,-25.72002192
BITBUD.RFD.,BITBUD.RFD.cif_113,-39.17213733,-23.53033358,38.73536083,-8.36028826,-32.32739834
BIXVOX.RFD.,BIXVOX.RFD.cif_896,-11.33910034,-29.61420501,29.54151266,-7.83089008,-19.24268277
BIYXAL.RFD.,BIYXAL.RFD.cif_272,-23.48072636,-31.80459875,19.55171454,-6.54630858,-42.27991915
BIZBET.RFD.,BIZBET.RFD.cif_557,-5.32477409,-27.38785812,16.4101934,-4.33565802,-20.63809683
BIZYUH.RFD.,BIZYUH.RFD.cif_721,-41.57049905,-59.59767883,30.85676801,-14.56974065,-84.88115052
BIZZAO.RFD.,BIZZAO.RFD.cif_597,-35.82805611,-34.92437134,37.57058263,-7.62436744,-40.80621226
BNITRA10.RFD.,BNITRA10.RFD.cif_521,-16.34624832,-69.86003435,93.21398883,-33.02425125,-26.01654509
BOHJIR.RFD.,BOHJIR.RFD.cif_991,-9.73331914,-29.46590038,26.54556363,-5.09127169,-17.74492758
BOLLUK.RFD.,BOLLUK.RFD.cif_347,-9.17698702,-14.56692216,7.85425883,-2.47891144,-18.36856179
BOLMAR.RFD.,BOLMAR.RFD.cif_187,-15.87569745,-92.20556814,76.30593509,-30.71023377,-62.48556427
BOMBOW.RFD.,BOMBOW.RFD.cif_576,-27.62271267,-117.3308889,139.6714818,-62.97532017,-68.25743988
BOMBUC.RFD.,BOMBUC.RFD.cif_232,-13.18508961,-36.53279495,24.60473186,-7.76800478,-32.88115748
BOMCAJ.RFD.,BOMCAJ.RFD.cif_1091,-16.54189585,-68.58521141,69.87402072,-17.29646714,-32.54955368
BONJAQ.RFD.,BONJAQ.RFD.cif_527,-22.50774944,-24.80035004,21.13729301,-5.9810787,-32.15188517
BOQBEO.RFD.,BOQBEO.RFD.cif_357,-19.1518625,-51.95734318,51.00036941,-11.714765,-31.82360127
BORPAA.RFD.,BORPAA.RFD.cif_284,-83.03141021,-45.52335551,76.60129482,-18.98261024,-70.93608114
BORPII.RFD.,BORPII.RFD.cif_294,-97.50292761,-50.51901808,83.58555241,-20.64387923,-85.08027251
BOWSOV.RFD.,BOWSOV.RFD.cif_271,-15.92781223,-48.83355862,30.86085566,-13.14706726,-47.04758245
BOYQOY.RFD.,BOYQOY.RFD.cif_184,-110.5412196,-58.33855436,85.52717511,-19.09269972,-102.4452985
BSXDMF.RFD.,BSXDMF.RFD.cif_417,-28.37206256,-43.05200037,33.6048317,-8.74243396,-46.56166519
BUDWAY10.RFD.,BUDWAY10.RFD.cif_198,-34.22489613,-171.1695873,127.0445817,-56.43243861,-134.7823403
BUFCEL01.RFD.,BUFCEL01.RFD.cif_727,-46.18084249,-10.42080814,34.87988106,-7.29018221,-29.01195178
BUFMOG.RFD.,BUFMOG.RFD.cif_112,-30.5081128,-97.15258008,87.89832604,-34.9775614,-74.73992824
BULLEB.RFD.,BULLEB.RFD.cif_376,-19.22201431,-68.13482591,65.4053781,-20.87854025,-42.83000237
BUVBIG.RFD.,BUVBIG.RFD.cif_473,-20.24999461,-65.40213242,62.22552817,-18.13584548,-41.56244434
BUXPIT.RFD.,BUXPIT.RFD.cif_326,-8.32765385,-40.76195513,39.11445668,-9.01376984,-18.98892214
BZTCNQ.RFD.,BZTCNQ.RFD.cif_222,-115.4673085,-76.0171724,117.5762447,-30.31515898,-104.2233952
CACGEU.RFD.,CACGEU.RFD.cif_955,-7.9473483,-33.40254252,27.44027612,-6.79844205,-20.70805675
CAFBAR20.RFD.,CAFBAR20.RFD.cif_272,-19.8700151,-54.51676614,40.61233639,-10.89430998,-44.66875483
CAFSAL.RFD.,CAFSAL.RFD.cif_1126,-25.07834244,-96.30204022,106.893824,-40.18904045,-54.67559908
CAGFAV.RFD.,CAGFAV.RFD.cif_1156,-11.97552906,-54.8203714,60.96812477,-16.58400283,-22.41177852
CAQPIX.RFD.,CAQPIX.RFD.cif_1610,-17.60956042,-56.13045476,56.97229701,-15.83146285,-32.59918102
CATGOV.RFD.,CATGOV.RFD.cif_132,-20.45810218,-75.2000737,65.36892333,-19.42375715,-49.7130097
CATNES.RFD.,CATNES.RFD.cif_3192,-27.6771252,-41.52397868,43.01216383,-11.02357476,-37.21251481
CATTUP.RFD.,CATTUP.RFD.cif_1287,-1.95266249,-5.61142417,1.92759428,-0.6416996,-6.27819198
CAYJOC.RFD.,CAYJOC.RFD.cif_234,-17.23883659,-37.67307004,26.83095877,-7.72172883,-35.80267669
CAZJUM.RFD.,CAZJUM.RFD.cif_440,-7.76847286,-39.65504819,30.61397789,-7.79426308,-24.60380624
CAZZAI.RFD.,CAZZAI.RFD.cif_682,-9.27541097,-47.05739394,52.80541732,-13.04658321,-16.5739708
CEBPIL.RFD.,CEBPIL.RFD.cif_762,-23.58848895,-113.6370606,107.4298769,-43.23344898,-73.02912168
CEHTAK10.RFD.,CEHTAK10.RFD.cif_1486,-6.90706575,-38.38249432,23.6144064,-10.08378461,-31.75893828
CEJJIO.RFD.,CEJJIO.RFD.cif_622,-10.96555392,-57.84147076,56.66811613,-16.56545597,-28.70436452
CEJVIW.RFD.,CEJVIW.RFD.cif_292,-42.149136,-86.48474618,60.5810701,-22.99210826,-91.04492034
CEJYOJ.RFD.,CEJYOJ.RFD.cif_1050,-9.77664461,-45.46198458,43.93746045,-10.87019961,-22.17136835
CEMHIP.RFD.,CEMHIP.RFD.cif_243,-40.16717611,-82.49668792,50.68033258,-21.48961692,-93.47314837
CENYON.RFD.,CENYON.RFD.cif_2822,-13.52932669,-42.68169928,23.11656873,-10.04084722,-43.13530446
CENZEE.RFD.,CENZEE.RFD.cif_1572,-14.19482803,-76.62105679,46.16798651,-17.92511603,-62.57301434
CERDIM.RFD.,CERDIM.RFD.cif_381,-19.74971386,-51.51782933,39.13850807,-15.43986658,-47.5689017
CERXIH.RFD.,CERXIH.RFD.cif_702,-20.87850729,-66.28659381,69.20408121,-20.29854604,-38.25956593
CESKAN.RFD.,CESKAN.RFD.cif_310,-19.63536421,-75.29725579,72.47585877,-19.1219392,-41.57870043
CEYJEX.RFD.,CEYJEX.RFD.cif_536,-11.69723764,-12.39702988,6.41441314,-2.32146888,-20.00132326
CEZFOF.RFD.,CEZFOF.RFD.cif_591,-27.70470519,-97.21270524,77.95852642,-30.62570828,-77.58459229
CHRTCQ.RFD.,CHRTCQ.RFD.cif_178,-113.4397973,-50.80250476,85.14896317,-18.00790235,-97.10124122
CIBVAN.RFD.,CIBVAN.RFD.cif_217,-18.50043902,-62.31445002,53.37744569,-17.75807097,-45.19551432
CIDDAV.RFD.,CIDDAV.RFD.cif_1012,-24.08793083,-85.45461078,76.54991839,-18.0940353,-51.08665852
CIHVOG.RFD.,CIHVOG.RFD.cif_1161,-8.89335211,-23.91917039,18.8572327,-6.13876914,-20.09405894
CIMDUB.RFD.,CIMDUB.RFD.cif_605,-19.27113597,-53.1954152,52.81141086,-14.19534516,-33.85048547
CIMMEQ.RFD.,CIMMEQ.RFD.cif_316,-15.20573857,-61.58441612,76.06185819,-32.19929744,-32.92759394
CIRXAD.RFD.,CIRXAD.RFD.cif_392,-19.18828926,-88.72342548,81.44108052,-30.55313921,-57.02377343
CIRXIL.RFD.,CIRXIL.RFD.cif_317,-22.50570727,-88.28520507,118.318325,-53.68205242,-46.15463981
CISPOJ.RFD.,CISPOJ.RFD.cif_571,-11.30906953,-44.84756683,42.3164407,-14.35071609,-28.19091175
CIVBAN.RFD.,CIVBAN.RFD.cif_357,-9.42492191,-55.67986709,53.55791704,-14.19767596,-25.74454792
CIWSEJ.RFD.,CIWSEJ.RFD.cif_882,-9.01791322,-44.56043817,51.418503,-11.20794002,-13.36778841
CIXNAA.RFD.,CIXNAA.RFD.cif_1001,-22.43222407,-82.24887399,89.90876217,-23.1432402,-37.91557609
CIZTAH.RFD.,CIZTAH.RFD.cif_457,-19.99461512,-78.36792792,63.69276755,-24.07920145,-58.74897694
CNHYDM.RFD.,CNHYDM.RFD.cif_407,-10.53903837,-42.31972441,42.43392625,-11.65287792,-22.07771445
COBKAJ.RFD.,COBKAJ.RFD.cif_281,-60.74877192,-23.60806827,42.8492135,-5.34582082,-46.85344751
COCZIH.RFD.,COCZIH.RFD.cif_585,-12.57808218,-52.95427226,48.7826376,-12.04063241,-28.79034925
COFHIQ.RFD.,COFHIQ.RFD.cif_684,-12.93188773,-57.99071286,55.99457355,-18.13514672,-33.06317376
COHLOC.RFD.,COHLOC.RFD.cif_583,-10.03755869,-45.75516993,50.34944376,-13.89997814,-19.343263
COLHIV.RFD.,COLHIV.RFD.cif_766,-25.08188742,-76.09953387,75.98056441,-19.17543404,-44.37629092
COSKUT.RFD.,COSKUT.RFD.cif_241,-9.24030141,-30.9256961,22.64551286,-7.1594863,-24.67997095
COXNEI.RFD.,COXNEI.RFD.cif_1036,-7.56180438,-35.05729328,27.35558576,-7.85547756,-23.11898946
COXXUJ.RFD.,COXXUJ.RFD.cif_226,-5.79762109,-21.71589091,11.07246384,-3.02709742,-19.46814558
CRHYDZ.RFD.,CRHYDZ.RFD.cif_371,-59.57717748,-101.8571364,81.36717449,-30.11614975,-110.1832891
CRWNUR11.RFD.,CRWNUR11.RFD.cif_1487,-39.07315766,-90.8746082,79.81520538,-27.77912454,-77.91168502
CRWNUR12.RFD.,CRWNUR12.RFD.cif_1516,-39.09404409,-90.90828507,79.82684927,-27.78781807,-77.96329796
CSATBR.RFD.,CSATBR.RFD.cif_309,-19.9008888,-70.30103818,65.62768992,-18.80764597,-43.38188303
CSEHSM.RFD.,CSEHSM.RFD.cif_412,-8.36912938,-40.78582815,23.76644992,-8.14509653,-33.53360414
CUBWEC.RFD.,CUBWEC.RFD.cif_937,-2.83674086,-12.6865641,4.85993194,-1.61066177,-12.27403479
CUHNUR.RFD.,CUHNUR.RFD.cif_855,-7.34087538,-31.59945703,28.37662149,-7.13837435,-17.70208527
CUJFAQ.RFD.,CUJFAQ.RFD.cif_691,-21.28574825,-52.79652227,51.58445595,-15.11853646,-37.61635103
CUKKUR.RFD.,CUKKUR.RFD.cif_327,-23.0276877,-80.14853474,93.89112684,-19.74621873,-29.03131433
CUMJOM.RFD.,CUMJOM.RFD.cif_626,-45.51840922,-78.84918674,53.22445317,-18.52389936,-89.66704215
CUVDON.RFD.,CUVDON.RFD.cif_305,-10.56960408,-39.75034554,25.30546468,-7.27811384,-32.29259878
CUVDUT.RFD.,CUVDUT.RFD.cif_159,-8.1213933,-15.23284345,8.24797643,-3.51066164,-18.61692196
CUVRAP.RFD.,CUVRAP.RFD.cif_182,-16.57587026,-77.24380868,84.65796378,-22.58675036,-31.74846552
CUVRIX.RFD.,CUVRIX.RFD.cif_247,-20.78868321,-69.30168119,60.26056859,-20.57995921,-50.40975502
CUVSUK.RFD.,CUVSUK.RFD.cif_378,-16.70093372,-65.70789431,66.31668343,-19.82003749,-35.91218209
CUWPOC.RFD.,CUWPOC.RFD.cif_466,-17.88356201,-68.71245932,50.90919505,-16.76093825,-52.44776453
CUWPUI.RFD.,CUWPUI.RFD.cif_531,-21.04608651,-82.26791049,70.34751832,-25.95885511,-58.92533379
CUYLAM.RFD.,CUYLAM.RFD.cif_836,-28.24254792,-116.7557791,139.3910394,-58.73605121,-64.34333885
CUZZOM.RFD.,CUZZOM.RFD.cif_866,-11.15324369,-52.90206525,49.22038639,-19.35783879,-34.19276134
CYTOSM04.RFD.,CYTOSM04.RFD.cif_701,-9.29068974,-47.97914967,41.30257478,-16.0544807,-32.02174533
CYTOSM27.RFD.,CYTOSM27.RFD.cif_467,-7.19809488,-39.79677776,29.11396139,-9.97733764,-27.85824889
DAFHOI.RFD.,DAFHOI.RFD.cif_511,-32.34200697,-39.38616061,38.56697297,-9.60138007,-42.76257468
DAFLUV.RFD.,DAFLUV.RFD.cif_672,-22.12274326,-66.176677,71.55721004,-16.88080305,-33.62301327
DANLAG.RFD.,DANLAG.RFD.cif_252,-17.45681109,-14.44491788,10.18809833,-5.00847509,-26.72210573
DAQMOX.RFD.,DAQMOX.RFD.cif_197,-134.2641207,-68.18012652,107.5621339,-19.75478258,-114.6368958
DAQNAK.RFD.,DAQNAK.RFD.cif_456,-63.54691057,-22.83412081,55.40468719,-9.54875648,-40.52510067
DAVCIP.RFD.,DAVCIP.RFD.cif_397,-12.31362092,2.0859337,5.38290411,-0.75699205,-5.60177516
DAZDUF.RFD.,DAZDUF.RFD.cif_284,-14.98286163,-83.06922488,98.38762263,-25.63532966,-25.29979354
DAZTUW.RFD.,DAZTUW.RFD.cif_631,-10.30247862,-50.04329768,49.13121937,-14.15295411,-25.36751104
DEBSOS.RFD.,DEBSOS.RFD.cif_1227,-14.55828913,-67.6082985,79.92175276,-25.47770376,-27.72253863
DEDMAD.RFD.,DEDMAD.RFD.cif_922,-27.47235675,-21.37378797,19.74589284,-3.93913012,-33.039382
DEDMEH.RFD.,DEDMEH.RFD.cif_581,-31.50811013,-98.79667255,101.9265322,-34.5434844,-62.92173485
DEFDEB.RFD.,DEFDEB.RFD.cif_1041,-7.71654037,-42.21608813,26.73317932,-7.04488632,-30.2443355
DEJMUD.RFD.,DEJMUD.RFD.cif_776,-27.00443625,-122.1042623,129.7591913,-32.09146477,-51.440972
DEJNAK.RFD.,DEJNAK.RFD.cif_775,-27.21662782,-122.1083631,130.8435686,-31.0594358,-49.54085814
DEMXEY.RFD.,DEMXEY.RFD.cif_1772,-19.03247486,-83.35358971,103.9395267,-49.81738441,-48.26392231
DENMIW.RFD.,DENMIW.RFD.cif_566,-14.30716789,-85.46288025,70.64231268,-24.0068885,-53.13462396
DEVXUA.RFD.,DEVXUA.RFD.cif_1320,-26.36400289,-87.68144108,102.2364807,-42.23722731,-54.04619057
DEXWAE.RFD.,DEXWAE.RFD.cif_561,-77.86244887,-35.59447995,54.86634055,-12.70704777,-71.29763604
DEXWEJ.RFD.,DEXWEJ.RFD.cif_427,-9.61738851,-40.26802407,34.25346452,-8.87049181,-24.50243987
DEZKOL.RFD.,DEZKOL.RFD.cif_231,-21.9336165,-69.67587791,44.41710103,-14.36255025,-61.55494363
DEZZAM.RFD.,DEZZAM.RFD.cif_748,-14.65592263,-61.81834116,53.85161607,-17.44987739,-40.07252511
DIBDAX.RFD.,DIBDAX.RFD.cif_382,-53.44186376,-29.11405879,48.62699941,-8.39744521,-42.32636835
DIBDIF.RFD.,DIBDIF.RFD.cif_543,-65.19302143,-34.5624429,61.30856588,-9.54612674,-47.99302519
DIBDOL.RFD.,DIBDOL.RFD.cif_230,-57.89954834,-32.68065356,51.85652238,-9.72327952,-48.44695904
DIBMEG.RFD.,DIBMEG.RFD.cif_552,-38.25929881,-188.5213238,152.9238814,-69.32942914,-143.1861703
DICWET.RFD.,DICWET.RFD.cif_316,-26.80362564,-88.99436026,78.21523436,-19.03641248,-56.61916402
DIFYOK.RFD.,DIFYOK.RFD.cif_901,-17.74055313,-83.51437388,71.82916202,-21.79710032,-51.22286531
DIFZOK.RFD.,DIFZOK.RFD.cif_501,-72.97480726,-51.8404222,72.68123953,-12.36104806,-64.49503799
DIGLEK.RFD.,DIGLEK.RFD.cif_241,-21.14707492,-46.76834719,38.23204846,-12.79100027,-42.47437392
DIHCAC.RFD.,DIHCAC.RFD.cif_318,-10.54025301,-42.43259733,47.86183877,-11.06952336,-16.18053493
DIJVOH.RFD.,DIJVOH.RFD.cif_467,-20.72267718,-60.73645879,48.9517033,-20.23656397,-52.74399664
DIJVUN.RFD.,DIJVUN.RFD.cif_476,-26.49723097,-102.2499007,107.2797815,-46.13376442,-67.6011146
DIKSIZ.RFD.,DIKSIZ.RFD.cif_886,-12.26022798,-44.79432109,51.890331,-15.28376208,-20.44798015
DILTUP.RFD.,DILTUP.RFD.cif_177,-16.70240723,-77.37681077,79.47144023,-33.38246481,-47.99024258
DILVAX.RFD.,DILVAX.RFD.cif_272,-13.23162925,-61.99906841,55.47741623,-20.33743318,-40.09071461
DILVEB.RFD.,DILVEB.RFD.cif_162,-13.51005245,-64.47882646,59.21043304,-23.38767514,-42.16612101
DIPHUH.RFD.,DIPHUH.RFD.cif_206,-19.32179673,-73.42510556,69.1183103,-18.99896732,-42.62755931
DIPJAQ.RFD.,DIPJAQ.RFD.cif_358,-22.50652838,-88.25473366,69.97147906,-25.05565182,-65.8454348
DIQCEN.RFD.,DIQCEN.RFD.cif_616,-8.13622544,-34.03459558,33.67949277,-7.4688382,-15.96016645
DOCDEH.RFD.,DOCDEH.RFD.cif_462,-8.48267332,-42.18883085,42.28382618,-10.0616678,-18.44934579
DOFLIN.RFD.,DOFLIN.RFD.cif_962,-7.47585775,-36.07537474,29.65564767,-6.44009307,-20.33567789
DOGQOF.RFD.,DOGQOF.RFD.cif_321,-11.59188361,-48.00573298,42.75925754,-14.41909757,-31.25745662
DOGVEE.RFD.,DOGVEE.RFD.cif_321,-11.91075015,-55.35707671,56.63571888,-16.31877091,-26.95087889
DOPMUS.RFD.,DOPMUS.RFD.cif_482,-20.04899917,-73.61409893,68.55468502,-20.41164743,-45.52006051
DOPNAZ.RFD.,DOPNAZ.RFD.cif_551,-22.53919668,-100.4385039,85.67495788,-28.53385333,-65.83659606
DOPNED.RFD.,DOPNED.RFD.cif_472,-20.91659736,-93.26706646,73.9342132,-25.11265984,-65.36211046
DOTQEJ.RFD.,DOTQEJ.RFD.cif_250,-30.96553514,-96.38288508,99.71603117,-27.73314118,-55.36553023
DUBKIV.RFD.,DUBKIV.RFD.cif_556,-10.30214395,-24.19734045,18.8514971,-7.3512828,-22.9992701
DUBQUN.RFD.,DUBQUN.RFD.cif_421,-9.41183565,-41.88190119,32.01489488,-8.58173523,-27.86057719
DUBRAU.RFD.,DUBRAU.RFD.cif_452,-17.34897011,-30.19178479,27.25619357,-7.27442768,-27.55898901
DUCROJ.RFD.,DUCROJ.RFD.cif_277,-24.26690832,-91.46434159,104.721715,-40.68120232,-51.69073727
DUDGAL.RFD.,DUDGAL.RFD.cif_976,-8.63491457,-27.48544381,26.74239778,-5.28923916,-14.66719976
DUJNEC.RFD.,DUJNEC.RFD.cif_496,-19.10919932,-72.65880977,71.93458696,-18.70845382,-38.54187595
DUKBOC.RFD.,DUKBOC.RFD.cif_164,-35.75106149,-99.81654412,85.53564426,-39.04302967,-89.07499102
DUKBUI.RFD.,DUKBUI.RFD.cif_206,-36.5448022,-58.49411828,59.49577405,-22.60338572,-58.14653215
DUKCAP.RFD.,DUKCAP.RFD.cif_416,-32.34302023,-77.56195024,62.69434144,-27.42035224,-74.63098127
DUKJUR.RFD.,DUKJUR.RFD.cif_300,-28.79054485,-68.21153825,66.85732344,-23.58905434,-53.733814
DUKTIN.RFD.,DUKTIN.RFD.cif_230,-11.41091751,-48.95015519,44.41314528,-10.32004687,-26.26797429
DUKTOT.RFD.,DUKTOT.RFD.cif_686,-5.72956948,-30.74904287,17.78321234,-6.01567964,-24.71107965
DULLEC.RFD.,DULLEC.RFD.cif_826,-10.79415329,-30.5297758,30.76727076,-7.36242919,-17.91908752
DUMYOB.RFD.,DUMYOB.RFD.cif_294,-16.6427727,-50.11818849,59.45079678,-18.03547814,-25.34564255
DUPDAU.RFD.,DUPDAU.RFD.cif_331,-32.93720829,-78.55895846,50.99068127,-16.94438743,-77.44987291
DUPXEU.RFD.,DUPXEU.RFD.cif_231,-21.67757732,-75.1082951,72.76184904,-18.4113073,-42.43533068
DURROZ.RFD.,DURROZ.RFD.cif_99,-6.77517158,-9.535084,5.60797555,-1.82747071,-12.52975074
DURTIT.RFD.,DURTIT.RFD.cif_576,-10.40487418,-39.96780751,29.68060368,-10.168427,-30.86050501
DURYUK.RFD.,DURYUK.RFD.cif_182,-66.63399981,-32.59378356,51.60486102,-11.14633372,-58.76925607
DUSQOY.RFD.,DUSQOY.RFD.cif_1026,-8.0798425,-28.04740367,23.59037504,-5.5558672,-18.09273833
DUVXIB.RFD.,DUVXIB.RFD.cif_647,-11.22236487,-60.11365687,61.2512079,-19.9051013,-29.98991514
DUWXAW.RFD.,DUWXAW.RFD.cif_166,-16.42327106,-74.20547824,59.78347194,-22.05447816,-52.89975552
DUXZAX.RFD.,DUXZAX.RFD.cif_977,-21.42585293,-115.6044376,96.64193765,-37.10106056,-77.48941348
EADPBA.RFD.,EADPBA.RFD.CIF_927,-22.74354392,-90.63990465,86.26794276,-28.85344978,-55.96895559
EBEPAD.RFD.,EBEPAD.RFD.CIF_1131,-14.27326256,-66.20363579,57.24168728,-21.8471803,-45.08239137
EBOJAK.RFD.,EBOJAK.RFD.CIF_702,-76.1176747,-51.73139569,75.61607962,-14.95512587,-67.18811664
EBOJOY.RFD.,EBOJOY.RFD.CIF_220,-42.74595684,-22.12966739,37.69675993,-7.88426789,-35.06313219
EBOYAY.RFD.,EBOYAY.RFD.CIF_486,-11.50174503,-40.63903747,34.92539394,-9.87122832,-27.08661688
ECICIC.RFD.,ECICIC.RFD.CIF_194,-45.21148048,-107.7941913,65.76406566,-25.01905909,-112.2606652
EFAHOL.RFD.,EFAHOL.RFD.CIF_248,-28.45361197,-45.40124593,53.65188215,-14.83750682,-35.04048257
EFAVOY.RFD.,EFAVOY.RFD.CIF_181,-17.44245875,-50.17097188,54.89450662,-12.06377675,-24.78270076
EFOYEE.RFD.,EFOYEE.RFD.CIF_652,-10.36946763,-47.60578678,49.49459118,-10.89613274,-19.37679597
EFOYII.RFD.,EFOYII.RFD.CIF_305,-8.04295021,-38.47904403,32.06269938,-7.68005651,-22.13935137
EFOZAB.RFD.,EFOZAB.RFD.CIF_626,-15.15442598,-69.53548283,50.99397784,-16.12643769,-49.82236866
EGAZOF.RFD.,EGAZOF.RFD.CIF_350,-105.8062492,-58.15987747,89.86745787,-20.64451691,-94.74318572
EGEJAF.RFD.,EGEJAF.RFD.CIF_197,-24.68071959,-37.07921247,18.18147155,-6.52162401,-50.10008452
EGOBAF.RFD.,EGOBAF.RFD.CIF_448,-11.81144228,-41.81441088,43.89992476,-10.90776797,-20.63369637
EHEVAQ.RFD.,EHEVAQ.RFD.CIF_431,-15.23281025,-44.68297199,35.30353032,-12.5127275,-37.12497942
EHIVEZ.RFD.,EHIVEZ.RFD.CIF_776,-3.6066513,-6.99526915,6.36718718,-1.43983918,-5.67457245
EJADOK.RFD.,EJADOK.RFD.CIF_315,-29.21027727,-70.22629286,52.42673855,-17.84871817,-64.85854975
EJEZIF.RFD.,EJEZIF.RFD.CIF_1076,-21.3150727,-92.89618222,91.40293612,-31.8702203,-54.6785391
EJOHAP.RFD.,EJOHAP.RFD.CIF_877,-14.67826805,-12.70812275,11.98675246,-2.46279265,-17.86243099
EJORIG.RFD.,EJORIG.RFD.CIF_746,-28.72931913,-55.93354476,56.63819627,-18.96639114,-46.99105876
EJUYEP.RFD.,EJUYEP.RFD.CIF_306,-19.4273734,-33.73589559,21.69231039,-6.391787,-37.8627456
EKAKIN.RFD.,EKAKIN.RFD.CIF_506,-14.84333388,-24.44278215,15.32584461,-4.37359792,-28.33386934
EKAZEY.RFD.,EKAZEY.RFD.CIF_328,-13.84744511,-66.00400712,50.67102818,-18.1981856,-47.37860965
EKOQAZ.RFD.,EKOQAZ.RFD.CIF_523,-15.82786875,-51.28268489,37.39004434,-13.72398428,-43.44449358
ELANUD.RFD.,ELANUD.RFD.CIF_337,-11.0472973,-38.05464248,43.30706757,-10.38778757,-16.18265978
ELASES.RFD.,ELASES.RFD.CIF_1021,-15.58433048,-12.03747331,13.16439913,-2.78781894,-17.2452236
ELOPUS.RFD.,ELOPUS.RFD.CIF_557,-21.7982718,-76.57177101,71.14042637,-30.26033449,-57.48995093
EMIKUG.RFD.,EMIKUG.RFD.CIF_815,-9.69569981,-35.2853697,32.66815339,-8.68896256,-21.00187868
EMOJOH.RFD.,EMOJOH.RFD.CIF_417,-128.9563715,-55.42944538,99.63514505,-21.29582399,-106.0464958
EMUFOI.RFD.,EMUFOI.RFD.CIF_986,-17.4086844,-54.83421302,83.83470965,-25.69366185,-14.10184962
ENECAD.RFD.,ENECAD.RFD.CIF_977,-5.3391772,-31.00900528,13.58988572,-6.52353505,-29.28183181
ENODER.RFD.,ENODER.RFD.CIF_762,-10.00684873,-30.28066188,36.96540978,-9.03824369,-12.36034452
EPEXED.RFD.,EPEXED.RFD.CIF_687,-23.87387022,-69.80459384,75.68145582,-25.50778802,-43.50479626
EQANAN.RFD.,EQANAN.RFD.CIF_365,-16.2813813,-66.44155053,54.98956468,-22.75254657,-50.48591372
ERADOQ.RFD.,ERADOQ.RFD.CIF_556,-43.04011947,-28.73372855,43.3345948,-6.9003621,-35.33961532
ERAFAE.RFD.,ERAFAE.RFD.CIF_321,-44.43950504,-14.82938743,30.63348121,-6.22117552,-34.85658678
ERAFEI.RFD.,ERAFEI.RFD.CIF_1412,-44.84328231,-28.53687,35.06724712,-7.05265578,-45.36556097
ERAWUS.RFD.,ERAWUS.RFD.CIF_247,-8.97540093,-38.95997468,31.02704418,-8.61825181,-25.52658324
