CONFIGURATIONS,ELECTRO,EXCHANGE,INDUCTION,DISPERISION,TOTAL
GIWJAZ.RFD.CIF_711.xyz,-3.45254272,13.65496941,-3.41767655,-17.96617206,-11.18142193
GIWJAZ.RFD.CIF_731.xyz,8.89527542,3.09059245,-2.97573718,-9.94999899,-0.93986831
GIYRIT.RFD.CIF_437.xyz,-19.06362855,36.37192628,-3.73373067,-46.35378144,-32.77921439
GIYRIT.RFD.CIF_438.xyz,-31.76453318,28.31250028,-5.98042922,-13.05830935,-22.49077147
GIYRIT.RFD.CIF_456.xyz,3.76427191,1.31967199,-0.86076921,-5.78796180,-1.56478711
GIYRIT.RFD.CIF_457.xyz,-34.44424618,17.96291919,-5.75052553,-12.82750800,-35.05936052
GIYRIT.RFD.CIF_491.xyz,-1.79261395,3.21714548,-1.25660588,-5.19019894,-5.02227329
GIYRIT.RFD.CIF_492.xyz,-1.79424610,3.21700075,-1.25668656,-5.19014352,-5.02407542
GIYRIT.RFD.CIF_546.xyz,-7.14901921,7.59140736,-1.57461554,-12.77466497,-13.90689235
GIYRIT.RFD.CIF_547.xyz,-7.14945491,7.58958975,-1.57398929,-12.77347565,-13.90733010
GIYRIT.RFD.CIF_555.xyz,-11.05948382,7.74226836,-2.25547988,-7.56312104,-13.13581638
GIYRIT.RFD.CIF_556.xyz,-0.96014463,3.59197094,-0.99407506,-5.55582424,-3.91807299
GIYRIT.RFD.CIF_590.xyz,-5.31114780,8.72145724,-1.01360046,-7.54553687,-5.14882788
GIYRIT.RFD.CIF_591.xyz,-44.99152288,33.30880414,-11.60115902,-14.11701888,-37.40089664
GIYRIT.RFD.CIF_635.xyz,-91.45068151,104.30290486,-26.39409168,-24.39501538,-37.93688371
GIYRIT.RFD.CIF_636.xyz,-17.58397423,38.49249592,-3.94336034,-47.15418286,-30.18902152
GIYSIU.RFD.CIF_169.xyz,-4.44348133,8.35957876,-1.07467744,-7.48210933,-4.64068935
GIYSIU.RFD.CIF_194.xyz,-2.43813067,2.81864285,-0.64528874,-4.23217636,-4.49695293
GIYSIU.RFD.CIF_211.xyz,-82.48399864,79.74144030,-22.65079855,-20.33233228,-45.72568917
GIYSIU.RFD.CIF_225.xyz,-5.34514561,12.89187436,-2.84338524,-15.24841989,-10.54507637
GIYSIU.RFD.CIF_232.xyz,-11.26679580,13.96430192,-2.25467490,-19.31621629,-18.87338507
GIYSIU.RFD.CIF_280.xyz,-20.19289353,36.53109153,-3.98213364,-41.24775778,-28.89169341
GIYSIU.RFD.CIF_293.xyz,-28.70901769,53.80051590,-5.08014604,-61.95961490,-41.94826273
GIYSIU.RFD.CIF_310.xyz,-23.43181260,8.55273400,-4.16841760,-9.90762395,-28.95512015
GIYSIU.RFD.CIF_325.xyz,-48.62445175,52.48332465,-12.39294326,-18.29600380,-26.83007415
GIYSIU.RFD.CIF_330.xyz,1.00366722,6.72504852,-0.86556486,-9.23461147,-2.37146059
GIYSIU.RFD.CIF_364.xyz,-4.44349279,8.35957876,-1.07467782,-7.48210933,-4.64070118
GLSARM.RFD.CIF_156.xyz,-11.17982110,11.04089562,-2.13013490,-17.75379863,-20.02285901
GLSARM.RFD.CIF_177.xyz,-15.80506486,10.45512718,-3.73224235,-8.60217230,-17.68435234
GLSARM.RFD.CIF_182.xyz,1.82789762,6.90662289,-2.28443675,-15.68826353,-9.23817978
GLSARM.RFD.CIF_207.xyz,-14.00079422,7.42906392,-2.94432747,-16.84151928,-26.35757705
GLSARM.RFD.CIF_231.xyz,-16.84498876,8.24868421,-3.17140948,-8.43165591,-20.19936993
GLSARM.RFD.CIF_246.xyz,-29.34055375,25.79413873,-7.98471355,-9.04528998,-20.57641855
GLSARM.RFD.CIF_266.xyz,-6.76883847,6.12243318,-1.11667537,-4.19019852,-5.95327918
GLSARM.RFD.CIF_276.xyz,-16.84286340,8.24882562,-3.17129938,-8.43177353,-20.19711070
GLSARM.RFD.CIF_280.xyz,-6.15757564,17.17439195,-4.10132047,-31.49668207,-24.58118622
GLSARM.RFD.CIF_281.xyz,-101.24516092,81.64312167,-26.08674696,-58.13433862,-103.82312483
GLSARM.RFD.CIF_286.xyz,-37.70677963,27.55039856,-7.21943615,-8.77216783,-26.14798505
GLSARM.RFD.CIF_303.xyz,-2.67433433,1.28594217,-0.90837908,-6.31695431,-8.61372555
GLSARM.RFD.CIF_330.xyz,-15.80230144,10.45556999,-3.73217377,-8.60254600,-17.68145121
GLSARM.RFD.CIF_345.xyz,-21.25970229,16.17090881,-3.58892433,-8.27620050,-16.95391830
GLSARM.RFD.CIF_351.xyz,-11.17980982,11.04089563,-2.13013373,-17.75379852,-20.02284645
GLSARM.RFD.CIF_361.xyz,0.19353321,0.99787145,-0.25357936,-1.27146305,-0.33363774
GOBYUR.RFD.CIF_292.xyz,-4.91808049,6.60176510,-1.39392181,-11.92986313,-11.64010032
GOBYUR.RFD.CIF_342.xyz,-1.17943078,9.18056302,-1.71047729,-10.67614424,-4.38548931
GOBYUR.RFD.CIF_357.xyz,-5.35514556,1.65779226,-1.45051831,-4.51320285,-9.66107447
GOBYUR.RFD.CIF_376.xyz,-18.07442052,22.51459659,-5.72156592,-43.74235985,-45.02374970
GOBYUR.RFD.CIF_377.xyz,-10.28689091,20.45267691,-4.46769772,-27.51625063,-21.81816235
GOBYUR.RFD.CIF_396.xyz,-3.58319797,2.48674692,-0.90246808,-4.49902167,-6.49794080
GOBYUR.RFD.CIF_397.xyz,1.71633086,2.49595602,-0.75122121,-6.26260387,-2.80153820
GOBYUR.RFD.CIF_420.xyz,-10.29758166,1.54897643,-1.18674639,-3.46347683,-13.39882845
GOBYUR.RFD.CIF_421.xyz,-10.29822078,1.54881671,-1.18680783,-3.46340635,-13.39961825
GOBYUR.RFD.CIF_441.xyz,-76.50059212,60.62407296,-17.21596170,-36.87243024,-69.96491110
GOBYUR.RFD.CIF_442.xyz,0.59069188,5.83779259,-0.90972167,-12.67531326,-7.15655045
GOBYUR.RFD.CIF_446.xyz,-5.35899541,1.65822078,-1.45082974,-4.51352619,-9.66513056
GOGJIY.RFD.CIF_306.xyz,-42.59747718,13.35168636,-5.78741058,-14.61681651,-49.65001791
GOGJIY.RFD.CIF_307.xyz,-49.29774646,21.73934143,-12.68266293,-17.59804886,-57.83911682
GOGJIY.RFD.CIF_316.xyz,-18.39985727,34.28317800,-16.22417154,-26.16450217,-26.50535298
GOGJIY.RFD.CIF_317.xyz,-18.40611863,34.28160572,-16.22617594,-26.16417684,-26.51486570
GOGJIY.RFD.CIF_392.xyz,-11.83214610,13.63528378,-2.33459281,-4.65485523,-5.18631036
GOGJIY.RFD.CIF_412.xyz,-33.31804869,11.33353286,-7.16916060,-10.94496976,-40.09864619
GOGJIY.RFD.CIF_413.xyz,44.23925730,1.37384076,-4.70043996,-7.73961543,33.17304267
GOGJIY.RFD.CIF_426.xyz,-3.81983360,24.50987272,-11.59309076,-34.33652311,-25.23957475
GOGJIY.RFD.CIF_427.xyz,-3.82208390,24.50983406,-11.59296589,-34.33652652,-25.24174224
GOGJIY.RFD.CIF_441.xyz,-33.32407825,11.33352317,-7.17020027,-10.94511287,-40.10586822
GOGJIY.RFD.CIF_442.xyz,44.23665293,1.37377538,-4.70009516,-7.73958842,33.17074474
GOGJIY.RFD.CIF_470.xyz,-40.15247405,41.51813778,-9.96979466,-9.96857245,-18.57270338
GOGJIY.RFD.CIF_471.xyz,-24.44236490,23.98394289,-4.28981901,-10.23038872,-14.97862974
GOGJIY.RFD.CIF_486.xyz,-8.68858716,9.31358920,-2.89611731,-5.17126817,-7.44238344
GOGJIY.RFD.CIF_506.xyz,-183.18824395,83.21017419,-42.98854250,-67.38252281,-210.34913507
GOGJIY.RFD.CIF_507.xyz,-84.89092563,22.35729975,-17.71981793,-24.80527101,-105.05871482
GOGJIY.RFD.CIF_515.xyz,-92.02312665,41.00456994,-24.49156482,-32.24859785,-107.75871937
GOGJIY.RFD.CIF_516.xyz,-92.00227523,40.99738310,-24.48688299,-32.24771445,-107.73948957
GOGJIY.RFD.CIF_592.xyz,7.92824561,1.65827733,-0.65693903,-1.32641610,7.60316781
GOKJAT.RFD.CIF_1457.xyz,-31.12834077,29.46261052,-5.93814104,-10.66368894,-18.26756023
GOKJAT.RFD.CIF_1462.xyz,-31.12187841,29.45434295,-5.93661723,-10.66227538,-18.26642806
GOKJAT.RFD.CIF_1761.xyz,-46.62918499,55.75903267,-16.74435897,-14.17935819,-21.79386948
GOKJAT.RFD.CIF_1766.xyz,-46.62932700,55.75885370,-16.74498767,-14.17923848,-21.79469945
GOQPIN.RFD.CIF_1622.xyz,-43.50268074,70.06355573,-8.56537441,-84.46948198,-66.47398139
GOQPIN.RFD.CIF_1623.xyz,-29.94794314,15.93889715,-5.11407555,-14.07921830,-33.20233983
GOQPIN.RFD.CIF_1682.xyz,2.36801355,1.04562631,-0.43762097,-1.42219879,1.55382010
GOQPIN.RFD.CIF_1683.xyz,-8.40972744,6.37676655,-1.28005857,-3.23839623,-6.55141570
GOQPIN.RFD.CIF_1697.xyz,-50.13123621,55.27125078,-13.33310236,-10.69259462,-18.88568241
GOQPIN.RFD.CIF_1712.xyz,2.05277283,1.37512983,-0.50572783,-1.90481731,1.01735753
GOQPIN.RFD.CIF_1713.xyz,-19.90293271,11.15048608,-3.53058914,-5.06045152,-17.34348729
GOQPIN.RFD.CIF_1727.xyz,1.81038076,2.41969471,-0.74411828,-4.43863723,-0.95268004
GOQPIN.RFD.CIF_1741.xyz,2.07710440,2.77914262,-1.19317971,-9.56533958,-5.90227227
GOQPIN.RFD.CIF_1742.xyz,2.07708512,2.77914261,-1.19318213,-9.56533959,-5.90229398
GOQPIN.RFD.CIF_1751.xyz,-59.19963092,57.07677471,-17.68576589,-18.01379710,-37.82241920
GOQPIN.RFD.CIF_1796.xyz,-24.12499002,19.98141370,-3.24110168,-19.84498139,-27.22965940
GOQPIN.RFD.CIF_1797.xyz,-33.34602636,66.93252309,-7.72217651,-87.50600930,-61.64168908
GOQPIN.RFD.CIF_1801.xyz,0.48097202,4.19408748,-1.39446732,-6.87824423,-3.59765204
GOQQIO.RFD.CIF_527.xyz,-35.18995234,61.87756100,-5.64368934,-82.73133047,-61.68741115
GOQQIO.RFD.CIF_572.xyz,-1.47780401,2.68746834,-0.44751572,-4.45983652,-3.69768791
GOQQIO.RFD.CIF_597.xyz,2.14689745,3.27324978,-1.73667245,-10.54455799,-6.86108321
GOQQIO.RFD.CIF_602.xyz,-4.43338410,2.55232846,-1.59684174,-10.03826907,-13.51616645
GOQQIO.RFD.CIF_607.xyz,-3.97103061,1.70996997,-0.42959000,-2.42690502,-5.11755566
GOQQIO.RFD.CIF_627.xyz,-10.22749627,13.56754391,-2.51193135,-13.76120713,-12.93309084
GOQQIO.RFD.CIF_677.xyz,-5.87084824,0.43030842,-0.30609214,-2.07683894,-7.82347089
GOQQIO.RFD.CIF_678.xyz,-5.87134473,0.43025645,-0.30614817,-2.07683849,-7.82407494
GOQQIO.RFD.CIF_692.xyz,-52.21681962,54.03904239,-12.96198374,-9.77124285,-20.91100381
GOQQIO.RFD.CIF_741.xyz,-8.34405747,9.11376248,-2.31436745,-14.47552048,-16.02018293
GOQQIO.RFD.CIF_756.xyz,-1.06119227,5.32426224,-0.40740569,-5.00547385,-1.14980957
GOQQIO.RFD.CIF_776.xyz,-37.19964405,28.73612055,-7.18079380,-8.36428379,-24.00860110
GOQQIO.RFD.CIF_781.xyz,-14.17245870,12.14942653,-3.69239817,-12.36577896,-18.08120931
GOQQIO.RFD.CIF_791.xyz,-10.22794150,13.56851689,-2.51231331,-13.76175662,-12.93349454
GOQQIO.RFD.CIF_826.xyz,-28.44225899,58.38025439,-6.73042477,-85.04316698,-61.83559634
GOQQIO.RFD.CIF_871.xyz,-1.18362723,0.50917038,-0.20487015,-2.66499210,-3.54431910
GORGUR.RFD.CIF_317.xyz,-1.41966466,2.11324551,-0.86970415,-4.60450855,-4.78063186
GORGUR.RFD.CIF_322.xyz,-53.34664377,51.64570515,-13.82405080,-18.15932046,-33.68430988
GORGUR.RFD.CIF_352.xyz,-29.76218270,26.04637795,-6.78919267,-13.61925132,-24.12424875
GORGUR.RFD.CIF_366.xyz,-7.05000575,23.65070595,-3.35749014,-30.56532381,-17.32211374
GORGUR.RFD.CIF_367.xyz,-30.81862404,45.60244518,-5.06425880,-61.78751643,-52.06795409
GORGUR.RFD.CIF_377.xyz,7.75548442,3.13809061,-1.24134575,-4.61905762,5.03317165
GORGUR.RFD.CIF_411.xyz,-7.51111839,2.47491549,-0.86200421,-3.57198612,-9.47019322
GORGUR.RFD.CIF_420.xyz,-6.52584506,5.90931087,-2.03087157,-6.72286857,-9.37027433
GORGUR.RFD.CIF_421.xyz,-6.52709410,5.90940090,-2.03119119,-6.72297680,-9.37186118
GORGUR.RFD.CIF_455.xyz,-12.21628146,4.12261372,-2.00331579,-5.22376915,-15.32075267
GORGUR.RFD.CIF_456.xyz,-12.21560981,4.12261149,-2.00315019,-5.22362516,-15.31977367
GORGUR.RFD.CIF_466.xyz,-29.76601415,26.04403419,-6.78978402,-13.61871485,-24.13047883
GORGUR.RFD.CIF_471.xyz,-4.19224274,17.05068138,-3.60152740,-21.65966960,-12.40275836
GORGUR.RFD.CIF_472.xyz,7.89970350,1.80495929,-0.34594030,-4.95012178,4.40860071
GORGUR.RFD.CIF_501.xyz,-1.41978844,2.11329085,-0.86944062,-4.60439646,-4.78033466
GORGUR.RFD.CIF_516.xyz,-70.17237194,73.95850345,-19.13810173,-22.63148965,-37.98345987
GOWMOX.RFD.CIF_151.xyz,-2.37663683,2.74498918,-0.60062889,-3.41848678,-3.65076332
GOWMOX.RFD.CIF_184.xyz,-0.27357156,1.76401326,-0.43318134,-2.95298352,-1.89572316
GOWMOX.RFD.CIF_201.xyz,-2.10185753,3.74417190,-0.50098370,-4.47470861,-3.33337794
GOWMOX.RFD.CIF_219.xyz,6.35124079,3.11282427,-1.02948480,-5.07382141,3.36075886
GOWMOX.RFD.CIF_222.xyz,-17.04027224,6.02470691,-2.35367194,-5.07742865,-18.44666592
GOWMOX.RFD.CIF_261.xyz,-6.41282032,8.02639210,-0.98449911,-5.35513258,-4.72605991
GOWMOX.RFD.CIF_282.xyz,-8.93119274,4.18460001,-1.14481363,-4.04932766,-9.94073402
GOWMOX.RFD.CIF_283.xyz,1.89172958,1.27727054,-0.39166958,-2.68345180,0.09387874
GOWMOX.RFD.CIF_300.xyz,-63.12833131,63.44080888,-19.18998700,-14.34627677,-33.22378619
GOWMOX.RFD.CIF_318.xyz,-4.65676092,4.57053355,-1.49484471,-4.15429173,-5.73536380
GOWMOX.RFD.CIF_350.xyz,-2.37663697,2.74498918,-0.60062892,-3.41848678,-3.65076349
GOWMUD.RFD.CIF_1006.xyz,-8.39448061,0.93092540,-0.40332239,-1.35280016,-9.21967775
GOWMUD.RFD.CIF_1016.xyz,-3.54481841,22.47414512,-5.15213429,-27.93160537,-14.15441296
GOWMUD.RFD.CIF_417.xyz,-3.54481717,22.47414513,-5.15213319,-27.93160554,-14.15441076
GOWMUD.RFD.CIF_432.xyz,-97.00928881,102.18792996,-26.69096174,-29.19683978,-50.70916038
GOWMUD.RFD.CIF_662.xyz,-16.11468666,31.19042118,-8.25015630,-32.32071530,-25.49513708
GOWMUD.RFD.CIF_707.xyz,-3.06863025,3.54797241,-0.61497464,-2.52853048,-2.66416295
GOWMUD.RFD.CIF_731.xyz,-5.00648050,39.47533094,-4.07890809,-43.44876450,-13.05882215
GOWMUD.RFD.CIF_741.xyz,-16.47398042,10.48179878,-2.37481826,-3.35959873,-11.72659863
GOWMUD.RFD.CIF_861.xyz,-9.45172625,2.37070821,-0.87363757,-2.48761935,-10.44227497
GOWMUD.RFD.CIF_881.xyz,10.57959820,0.58852392,-0.57511502,-1.34862515,9.24438196
GOWMUD.RFD.CIF_961.xyz,-127.91216706,88.32669694,-36.51789102,-25.67393338,-101.77729451
GOWMUD.RFD.CIF_976.xyz,-54.86087507,44.75934852,-13.62495860,-9.94780224,-33.67428739
GUANSH10.RFD.CIF_477.xyz,-0.54488956,3.92039331,-0.82557317,-8.72643303,-6.17650246
GUANSH10.RFD.CIF_592.xyz,2.05307978,2.61293999,-0.54393825,-2.32305819,1.79902334
GUANSH10.RFD.CIF_613.xyz,-0.88655694,3.59405354,-1.29970666,-3.52318260,-2.11539266
GUANSH10.RFD.CIF_617.xyz,-39.37193238,31.81028800,-8.93836224,-8.13121321,-24.63121984
GUANSH10.RFD.CIF_627.xyz,-25.80494825,34.67136449,-8.44913892,-10.04804249,-9.63076516
GUANSH10.RFD.CIF_632.xyz,-28.15133811,37.72141928,-8.28942374,-18.26125419,-16.98059676
GUANSH10.RFD.CIF_637.xyz,-65.91364708,92.64104260,-19.13454282,-89.62348741,-82.03063472
GUANSH10.RFD.CIF_638.xyz,1.41388448,0.94705160,-0.36177825,-2.95291903,-0.95376119
GUANSH10.RFD.CIF_647.xyz,-0.57222681,4.35375759,-0.83645291,-3.07705073,-0.13197285
GUANSH10.RFD.CIF_657.xyz,-3.31110986,0.85593292,-0.27853628,-1.27762716,-4.01134039
GUANSH10.RFD.CIF_666.xyz,-92.15790491,139.05916861,-32.19445920,-108.69474679,-93.98794228
GUANSH10.RFD.CIF_686.xyz,-28.14972315,37.72381828,-8.29005038,-18.26168453,-16.97763978
GUANSH10.RFD.CIF_716.xyz,-11.69333005,12.06837230,-1.94730619,-4.42018647,-5.99245041
GUANSH10.RFD.CIF_717.xyz,-32.09745876,30.98342536,-6.34571340,-8.52842053,-15.98816733
GUANSH10.RFD.CIF_731.xyz,8.26064162,1.25414538,-0.42028857,-1.35914754,7.73535090
GUANSH10.RFD.CIF_732.xyz,-2.61433925,3.85287245,-0.95275429,-3.98548713,-3.69970823
GUANSH10.RFD.CIF_771.xyz,-102.65157144,72.91286438,-30.07674685,-25.95659331,-85.77204722
GUANSH10.RFD.CIF_772.xyz,-102.65977521,72.92165043,-30.08113591,-25.95850837,-85.77776905
GUANSH10.RFD.CIF_821.xyz,-25.31221378,12.58057390,-3.22429093,-4.43493860,-20.39086940
GUANSH10.RFD.CIF_826.xyz,-3.26768099,7.94900031,-2.21301428,-3.42325113,-0.95494608
GUBMAT.RFD.CIF_266.xyz,-38.46596269,81.19919183,-12.66050613,-124.61839390,-94.54567089
GUBMAT.RFD.CIF_275.xyz,8.67916446,1.05949821,-1.56623345,-3.59147443,4.58095479
GUBMAT.RFD.CIF_280.xyz,-1.28961352,2.66508754,-0.44869492,-7.40115145,-6.47437235
GUBMAT.RFD.CIF_288.xyz,0.38436237,0.85861337,-0.26566272,-1.02705957,-0.04974655
GUBMAT.RFD.CIF_296.xyz,0.52836623,1.34164345,-0.49457301,-2.03096305,-0.65552638
GUBMAT.RFD.CIF_302.xyz,-16.23771887,17.82787731,-3.52741240,-8.00954509,-9.94679905
GUBMAT.RFD.CIF_305.xyz,6.14481461,6.64190348,-2.06307269,-3.77811195,6.94553345
GUBMAT.RFD.CIF_311.xyz,8.19557495,17.17345249,-3.73441135,-5.31467388,16.31994220
GUBMAT.RFD.CIF_318.xyz,1.35848390,1.85486144,-0.48910480,-2.23904033,0.48520021
GUBMAT.RFD.CIF_330.xyz,0.80174613,0.93845671,-0.50953767,-5.21775259,-3.98708741
GUBMAT.RFD.CIF_334.xyz,-6.92708605,2.84190698,-1.94375648,-6.09609166,-12.12502721
GUBMAT.RFD.CIF_351.xyz,-6.92719115,2.84142316,-1.94371145,-6.09569935,-12.12517880
GUBMAT.RFD.CIF_354.xyz,0.80150558,0.93847801,-0.50952511,-5.21779495,-3.98733646
GUBMAT.RFD.CIF_355.xyz,8.40861726,2.45316253,-0.99401290,-2.81426260,7.05350429
GUBMAT.RFD.CIF_365.xyz,-13.93682287,15.11227659,-3.54999033,-6.98601935,-9.36055596
GUBMAT.RFD.CIF_379.xyz,-6.49525669,3.39932449,-0.89285268,-2.43743789,-6.42622277
GUBMAT.RFD.CIF_380.xyz,-16.35576376,16.83622985,-2.88898145,-4.93174358,-7.34025894
GUBMAT.RFD.CIF_391.xyz,-21.89771500,6.11437531,-3.49963757,-9.06795266,-28.35092992
GUBMAT.RFD.CIF_393.xyz,-2.76675798,7.03022140,-1.06618160,-5.36175989,-2.16447807
GUBMAT.RFD.CIF_415.xyz,-41.13533669,90.09433960,-15.07615557,-131.31025844,-97.42741111
GUCPOL.RFD.CIF_149.xyz,-14.97763115,14.49139643,-5.07520256,-17.58926691,-23.15070418
GUCPOL.RFD.CIF_186.xyz,-10.82810464,2.38807752,-1.47913061,-6.10920136,-16.02835909
GUCPOL.RFD.CIF_211.xyz,3.51735417,4.02190404,-1.00030666,-10.80086586,-4.26191432
GUCPOL.RFD.CIF_216.xyz,-32.78871699,38.38049713,-8.01188631,-50.83024397,-53.25035014
GUCPOL.RFD.CIF_220.xyz,-38.44587743,29.14760090,-7.60511269,-17.98017350,-34.88356271
GUCPOL.RFD.CIF_238.xyz,1.81432858,2.29173731,-0.80325190,-2.43142543,0.87138856
GUCPOL.RFD.CIF_252.xyz,-10.89479985,12.39262941,-2.94086654,-26.89768157,-28.34071856
GUCPOL.RFD.CIF_262.xyz,-32.86864905,25.02830033,-7.51474052,-12.32573678,-27.68082602
GUCPOL.RFD.CIF_274.xyz,-15.89278869,15.96207119,-2.67028740,-5.62859108,-8.22959597
GUCPOL.RFD.CIF_282.xyz,-67.60972183,46.49689027,-14.86715464,-29.72585373,-65.70583994
GUCPOL.RFD.CIF_285.xyz,3.51903661,4.02094385,-1.00028084,-10.80035361,-4.26065398
GUCPOL.RFD.CIF_310.xyz,-10.82891728,2.38862706,-1.47939342,-6.10956073,-16.02924436
GUCPOL.RFD.CIF_315.xyz,-20.41199307,39.15202565,-5.64010839,-47.43049335,-34.33056916
GUCPOL.RFD.CIF_319.xyz,-16.41320702,13.40013321,-2.64234826,-15.31292529,-20.96834737
GUCPOL.RFD.CIF_337.xyz,-19.51964784,22.74143187,-6.45422451,-6.86776793,-10.10020841
GUCPOL.RFD.CIF_348.xyz,-14.97761034,14.49139651,-5.07523439,-17.58926712,-23.15071534
GUCPOL.RFD.CIF_362.xyz,-17.00445528,7.76983517,-1.87467240,-4.20722907,-15.31652157
GUHXOY.RFD.CIF_672.xyz,1.50309525,0.84174755,-0.28037168,-3.46961344,-1.40514232
GUHXOY.RFD.CIF_697.xyz,-4.95591437,18.43225806,-2.00611759,-25.45993424,-13.98970813
GUHXOY.RFD.CIF_698.xyz,-9.76712678,3.69531022,-1.23000483,-6.47967623,-13.78149762
GUHXOY.RFD.CIF_746.xyz,-1.16727018,6.01189574,-2.13369923,-10.07341172,-7.36248538
GUHXOY.RFD.CIF_747.xyz,0.62398394,9.27755271,-1.64392876,-14.58055913,-6.32295124
GUHXOY.RFD.CIF_762.xyz,-5.81387375,6.78768152,-1.45815927,-3.93833488,-4.42268638
GUHXOY.RFD.CIF_763.xyz,-31.65003322,29.92345029,-7.88807441,-8.02430118,-17.63895851
GUHXOY.RFD.CIF_776.xyz,-15.65585685,19.94904096,-4.91311989,-23.49042102,-24.11035681
GUHXOY.RFD.CIF_777.xyz,-15.65586243,19.94904096,-4.91311931,-23.49042101,-24.11036179
GUHXOY.RFD.CIF_786.xyz,-2.41318792,2.62479223,-0.65867327,-2.50586922,-2.95293818
GUHXOY.RFD.CIF_800.xyz,-1.16560129,6.01198770,-2.13376080,-10.07353592,-7.36091032
GUHXOY.RFD.CIF_801.xyz,0.62392120,9.27698072,-1.64401954,-14.58017367,-6.32329129
GUHXOY.RFD.CIF_845.xyz,-100.07717556,59.29096770,-24.10700716,-20.32566390,-85.21887893
GUHXOY.RFD.CIF_846.xyz,-3.25456929,30.08495893,-5.88718709,-34.17146298,-13.22826044
GUHXOY.RFD.CIF_875.xyz,-29.83594176,26.53128116,-8.58198380,-8.14788348,-20.03452788
GUHXOY.RFD.CIF_876.xyz,-29.83263746,26.53059323,-8.58071949,-8.14755669,-20.03032040
GULCEW.RFD.CIF_472.xyz,-16.81825625,16.07996269,-3.34075310,-6.09291180,-10.17195846
GULCEW.RFD.CIF_587.xyz,-8.19738488,0.35855564,-0.51367197,-1.08828069,-9.44078190
GULCEW.RFD.CIF_652.xyz,-16.41014817,20.16871313,-1.67359364,-2.91583965,-0.83086834
GULCEW.RFD.CIF_677.xyz,-7.00838069,2.99702007,-1.06727517,-4.32473650,-9.40337228
GULCEW.RFD.CIF_707.xyz,-0.42355783,0.76635214,-0.77164382,-1.97403169,-2.40288120
GULCEW.RFD.CIF_796.xyz,8.20065098,0.25481103,-0.68444164,-1.21976565,6.55125472
GULCEW.RFD.CIF_851.xyz,-22.91234605,26.03384149,-3.74078196,-5.34376651,-5.96305302
GUMJIJ.RFD.CIF_286.xyz,6.92076927,1.59759287,-0.43813190,-1.76489356,6.31533667
GUMJIJ.RFD.CIF_287.xyz,-31.73984188,36.34687723,-8.32326771,-8.45996529,-12.17619765
GUMJIJ.RFD.CIF_367.xyz,3.09494494,1.82437024,-0.47171965,-2.16279683,2.28479870
GUMJIJ.RFD.CIF_431.xyz,-59.15828759,50.67413389,-13.43773546,-10.61697782,-32.53886699
GUMJIJ.RFD.CIF_432.xyz,4.43839668,3.58829819,-0.87492260,-4.37324670,2.77852556
GUMJIJ.RFD.CIF_440.xyz,-16.89151747,13.44148785,-2.45164939,-2.86233491,-8.76401392
GUMJIJ.RFD.CIF_441.xyz,-16.89151748,13.44148785,-2.45164939,-2.86233491,-8.76401393
GUMJIJ.RFD.CIF_511.xyz,-0.79746868,5.36770006,-0.89272107,-3.33793081,0.33957950
GUMLAE.RFD.CIF_292.xyz,-50.27272667,52.10980843,-18.76101729,-22.97265512,-39.89659065
GUMLAE.RFD.CIF_293.xyz,-18.89347297,5.40350631,-5.25955848,-12.73754852,-31.48707367
GUMLAE.RFD.CIF_434.xyz,-14.09113530,14.99122540,-4.13648500,-16.42052542,-19.65692031
GUMLAE.RFD.CIF_435.xyz,-8.03935146,17.59099893,-4.85913909,-25.66357610,-20.97106771
GUMLAE.RFD.CIF_436.xyz,-8.29762997,0.50222782,-1.54352925,-4.35550798,-13.69443938
GUMLAE.RFD.CIF_471.xyz,25.48262789,7.08165598,-3.67436724,-10.53917809,18.35073855
GUMLAE.RFD.CIF_537.xyz,4.18005685,1.66304442,-0.40221806,-1.51672364,3.92415957
GUMLAE.RFD.CIF_576.xyz,-13.09564361,73.92878166,-15.98044335,-98.37116261,-53.51846791
GUMLAE.RFD.CIF_577.xyz,-13.09570009,73.92878156,-15.98046983,-98.37116345,-53.51855182
GUMLAE.RFD.CIF_645.xyz,-19.70839525,33.36911470,-7.11691720,-9.59864065,-3.05483840
GUMLAE.RFD.CIF_646.xyz,-28.22362961,24.45192706,-5.13577024,-8.01767912,-16.92515190
GUMLAE.RFD.CIF_718.xyz,-14.08956561,14.98894227,-4.13553857,-16.41944839,-19.65561030
GUMLAE.RFD.CIF_719.xyz,-8.03956226,17.58905158,-4.85824534,-25.66246169,-20.97121771
GUMLAE.RFD.CIF_720.xyz,-8.30000390,0.50225088,-1.54365299,-4.35549374,-13.69689974
GUMLAE.RFD.CIF_821.xyz,-21.93370826,22.39030028,-5.96773518,-8.55214364,-14.06328680
GUMLAE.RFD.CIF_822.xyz,-13.46448840,12.76963222,-2.14725318,-3.99699941,-6.83910876
GUMLAE.RFD.CIF_860.xyz,-18.89350613,5.40350628,-5.25956584,-12.73754860,-31.48711428
GUMLAE.RFD.CIF_861.xyz,-50.27275513,52.10980843,-18.76101594,-22.97265520,-39.89661784
GUMVUH.RFD.CIF_179.xyz,-8.40004165,14.02112851,-2.60959484,-26.96842384,-23.95693182
GUMVUH.RFD.CIF_260.xyz,3.05597785,16.58014034,-2.31127070,-28.74464189,-11.41979439
