CONFIGURATIONS,ELECTRO,EXCHANGE,INDUCTION,DISPERISION,TOTAL
TUDNEN.RFD.cif_551.xyz,-9.26183284,11.57599070,-2.51986247,-6.10287415,-6.30857877
TUDNEN.RFD.cif_552.xyz,-6.75024137,2.68222326,-0.76619400,-3.05157007,-7.88578218
TUDPEP.RFD.cif_452.xyz,-15.99211064,8.18775108,-2.86588999,-5.10092916,-15.77117871
TUDPEP.RFD.cif_552.xyz,-0.98059570,5.54347045,-1.05132861,-6.89584984,-3.38430370
TUDPEP.RFD.cif_647.xyz,-18.70878296,20.57743384,-5.94141685,-15.47476660,-19.54753256
TUDPEP.RFD.cif_652.xyz,0.09076145,3.36582151,-0.98914839,-6.09116795,-3.62373339
TUDPEP.RFD.cif_747.xyz,-11.54134657,8.99185284,-2.82248153,-6.06583676,-11.43781202
TUDPEP.RFD.cif_752.xyz,-4.07168492,6.98539780,-1.31363466,-6.11610053,-4.51602231
TUDPEP.RFD.cif_846.xyz,-4.53131090,10.44006346,-2.07934016,-10.53481166,-6.70539926
TUDPEP.RFD.cif_896.xyz,-15.46687817,3.01941164,-1.46145034,-4.46931235,-18.37822922
TUGJOW.RFD.cif_412.xyz,-4.06644941,13.61313603,-2.20645077,-23.28259770,-15.94236186
TUGJOW.RFD.cif_437.xyz,-78.97736966,82.17455141,-21.68366756,-21.52852986,-40.01501568
TUGJOW.RFD.cif_512.xyz,-19.97847570,26.02837085,-4.83417290,-30.56195363,-29.34623139
TUGJOW.RFD.cif_517.xyz,-3.54744944,6.81438219,-1.16312786,-10.26716307,-8.16335818
TUGJOW.RFD.cif_537.xyz,-2.58933319,6.03251852,-2.25366630,-8.11565687,-6.92613784
TUGJOW.RFD.cif_562.xyz,-5.68860635,11.58761067,-2.81284560,-9.15814719,-6.07198847
TUGJOW.RFD.cif_631.xyz,-11.27670154,5.56708957,-1.40397985,-6.66961840,-13.78321022
TUGJOW.RFD.cif_636.xyz,-4.75299798,16.99734586,-2.51655152,-22.24349432,-12.51569797
TUGJOW.RFD.cif_711.xyz,-19.97842311,26.02837090,-4.83417196,-30.56195344,-29.34617761
TUGJOW.RFD.cif_716.xyz,-3.54744337,6.81438220,-1.16312783,-10.26716303,-8.16335202
TUGJOW.RFD.cif_736.xyz,-10.63220007,9.52181792,-1.68668661,-8.62863163,-11.42570039
TUGJOW.RFD.cif_761.xyz,-11.58880928,3.77355945,-1.31838353,-5.18455226,-14.31818561
TUGJOW.RFD.cif_811.xyz,-4.06644122,13.61313607,-2.20644793,-23.28259761,-15.94235070
TUHRAS.RFD.cif_109.xyz,-11.03893041,11.57314302,-4.26229766,-18.74374345,-22.47182850
TUHRAS.RFD.cif_116.xyz,-6.62071392,17.57542476,-1.74204942,-26.45042003,-17.23775860
TUHRAS.RFD.cif_138.xyz,-2.61690443,5.67808578,-0.61527346,-9.09089737,-6.64498948
TUHRAS.RFD.cif_153.xyz,-0.77919095,4.76533330,-1.04581943,-6.76264736,-3.82232444
TUHRAS.RFD.cif_163.xyz,-18.03351728,20.72475754,-3.81728957,-29.48785654,-30.61390584
TUHRAS.RFD.cif_170.xyz,-10.33629074,16.35930105,-2.68470256,-23.38263288,-20.04432513
TUHRAS.RFD.cif_184.xyz,-17.21187746,29.75088426,-4.70773410,-60.43546729,-52.60419459
TUHRAS.RFD.cif_206.xyz,-35.74501961,52.40200449,-10.65088953,-71.60038680,-65.59429146
TUHRAS.RFD.cif_212.xyz,-10.33619783,16.35938529,-2.68462772,-23.38276098,-20.04420124
TUHRAS.RFD.cif_227.xyz,-8.55436215,8.19866793,-1.63178700,-11.67374564,-13.66122686
TUHRAS.RFD.cif_244.xyz,-2.61732881,5.67826095,-0.61526092,-9.09088685,-6.64521563
TUHRAS.RFD.cif_265.xyz,-6.62073125,17.57542477,-1.74203926,-26.45041932,-17.23776507
TUHRAS.RFD.cif_281.xyz,-0.82604479,3.64542272,-0.69705831,-4.97971714,-2.85739751
TUHRAS.RFD.cif_88.xyz,-8.71874429,1.62116680,-0.85968505,-4.06479224,-12.02205478
TUQFOD.RFD.cif_315.xyz,-16.56025677,30.79980422,-6.77986701,-38.25760235,-30.79792190
TUQFOD.RFD.cif_371.xyz,-7.88119135,21.51647405,-2.72024355,-15.05920619,-4.14416703
TUQFOD.RFD.cif_378.xyz,-10.37609722,14.37206635,-2.36184705,-15.98871796,-14.35459587
TUQFOD.RFD.cif_380.xyz,-14.37227729,24.75560310,-5.29328807,-31.85952540,-26.76948766
TUQFOD.RFD.cif_399.xyz,-27.76158877,24.13106699,-5.93951838,-28.20328511,-37.77332527
TUQFOD.RFD.cif_405.xyz,-63.82106489,47.37803783,-18.93836700,-23.64482643,-59.02622049
TUQFOD.RFD.cif_406.xyz,-24.41877955,24.10121238,-5.65580262,-7.48324309,-13.45661287
TUQFOD.RFD.cif_429.xyz,-9.03776140,4.20070651,-1.22745690,-3.01549196,-9.08000375
TUQFOD.RFD.cif_476.xyz,-13.44915532,1.81717322,-1.67599545,-5.41058258,-18.71856014
TUQFOD.RFD.cif_520.xyz,-15.39237136,11.68066343,-2.57363654,-13.22626686,-19.51161133
TUQFOD.RFD.cif_527.xyz,-8.39003732,9.19174341,-2.43721975,-14.91585876,-16.55137242
TUQFOD.RFD.cif_529.xyz,-22.98906397,49.97630496,-10.37884238,-43.70663115,-27.09823254
TUQFOD.RFD.cif_554.xyz,-16.65665864,7.52603256,-1.71254157,-12.66992068,-23.51308834
TUQFOD.RFD.cif_555.xyz,-19.04655543,19.25798803,-3.67910080,-10.49872958,-13.96639778
TUQFOD.RFD.cif_578.xyz,-8.50508338,5.49800312,-1.17164335,-4.35759667,-8.53632028
TUQFOD.RFD.cif_586.xyz,-15.46755442,10.05817397,-2.50054295,-4.24859313,-12.15851654
TUQFOD.RFD.cif_614.xyz,-16.56024140,30.79980378,-6.77986329,-38.25760172,-30.79790263
TUQJOH.RFD.cif_180.xyz,3.07180451,1.54732352,-0.64468564,-4.44590245,-0.47146006
TUQJOH.RFD.cif_188.xyz,-21.29653185,10.42801549,-3.39988477,-9.79566414,-24.06406526
TUQJOH.RFD.cif_205.xyz,-3.94717942,24.56835868,-3.84264213,-35.43768469,-18.65914756
TUQJOH.RFD.cif_219.xyz,-96.48722693,78.12166750,-27.20596444,-89.57121666,-135.14274053
TUQJOH.RFD.cif_242.xyz,-43.49346391,26.33528566,-9.72193536,-12.53736581,-39.41747943
TUQJOH.RFD.cif_257.xyz,-7.62981682,2.75279199,-1.80722650,-6.43536464,-13.11961596
TUQJOH.RFD.cif_264.xyz,-5.31498809,15.49697884,-3.87329001,-21.44069721,-15.13199645
TUQJOH.RFD.cif_279.xyz,-5.91956920,18.34190712,-3.46159886,-23.61013389,-14.64939484
TUQJOH.RFD.cif_287.xyz,-7.63084722,2.75284551,-1.80754634,-6.43519613,-13.12074417
TUQJOH.RFD.cif_290.xyz,-29.41378414,47.09792936,-7.49099426,-54.09567694,-43.90252599
TUQJOH.RFD.cif_304.xyz,0.58633665,22.44032347,-5.37796211,-35.18364271,-17.53494469
TUQJOH.RFD.cif_318.xyz,-98.58399535,87.94850390,-30.44594221,-108.62240803,-149.70384169
TUQJOH.RFD.cif_326.xyz,-8.18138964,13.26811596,-1.98910571,-11.60173141,-8.50411080
TUQJOH.RFD.cif_356.xyz,-21.29649991,10.42928656,-3.40000784,-9.79631934,-24.06354053
TUQJOH.RFD.cif_363.xyz,-5.31575659,16.52676860,-2.32992013,-14.78828392,-5.90719204
TUQJOH.RFD.cif_390.xyz,-20.71436975,5.00830900,-2.71274889,-9.61760121,-28.03641085
TUQYIQ.RFD.cif_412.xyz,-4.32894593,2.82383560,-1.05962466,-5.71808544,-8.28282042
TUQYIQ.RFD.cif_413.xyz,-4.32947211,2.82476290,-1.05978894,-5.71843822,-8.28293636
TUQYIQ.RFD.cif_447.xyz,2.21495393,0.51264841,-0.31045446,-2.30996401,0.10718387
TUQYIQ.RFD.cif_448.xyz,-6.37680465,11.31412577,-1.77397214,-11.20725688,-8.04390790
TUQYIQ.RFD.cif_457.xyz,-24.12135626,14.23393476,-3.92525499,-16.25434487,-30.06702137
TUQYIQ.RFD.cif_517.xyz,-33.08257864,34.22211278,-7.63248736,-30.36104476,-36.85399799
TUQYIQ.RFD.cif_518.xyz,-3.62081989,2.70889233,-0.33551137,-5.39552773,-6.64296666
TUQYIQ.RFD.cif_527.xyz,-47.69780171,41.54561630,-7.83089443,-35.30960217,-49.29268201
TUQYIQ.RFD.cif_528.xyz,-47.69783905,41.54561625,-7.83089347,-35.30960213,-49.29271841
TUQYIQ.RFD.cif_566.xyz,-31.36627715,33.52980856,-7.47747141,-29.60483787,-34.91877787
TUQYIQ.RFD.cif_567.xyz,-3.19646936,2.49660085,-0.29661456,-5.40334831,-6.39983138
TUQYIQ.RFD.cif_602.xyz,-1.63256338,2.30630431,-0.59567791,-3.67418982,-3.59612680
TUQYIQ.RFD.cif_611.xyz,-9.41431736,14.29784296,-3.32780132,-18.37147535,-16.81575107
TUQYIQ.RFD.cif_612.xyz,-9.41253600,14.29739851,-3.32741932,-18.37136063,-16.81391745
TUQYIQ.RFD.cif_647.xyz,-3.90666995,3.56588800,-0.76111118,-4.73994892,-5.84184204
TUTRIM.RFD.cif_332.xyz,-5.12195508,6.84415574,-1.19657168,-5.41214744,-4.88651846
TUTRIM.RFD.cif_337.xyz,-4.20453441,1.33254996,-0.42903819,-3.15011085,-6.45113349
TUTRIM.RFD.cif_377.xyz,-0.48616082,1.81080976,-0.54562015,-4.37982100,-3.60079220
TUTRIM.RFD.cif_381.xyz,-18.78583980,20.83652681,-4.42638311,-8.72061532,-11.09631141
TUTRIM.RFD.cif_382.xyz,-86.36889428,79.41563894,-23.16572765,-24.20509502,-54.32407801
TUTRIM.RFD.cif_387.xyz,-2.69294207,12.45920714,-1.96880648,-15.44971321,-7.65225462
TUTRIM.RFD.cif_428.xyz,-10.36547470,9.28252241,-1.49976086,-13.62647824,-16.20919140
TUTRIM.RFD.cif_429.xyz,-10.36360606,9.28029610,-1.49962188,-13.62531733,-16.20824917
TUTRIM.RFD.cif_438.xyz,-10.36410512,9.28110976,-1.49965116,-13.62564012,-16.20828664
TUTRIM.RFD.cif_439.xyz,-10.36503198,9.28300245,-1.49980988,-13.62679053,-16.20862994
TUTRIM.RFD.cif_486.xyz,-2.69079843,12.45874466,-1.96858510,-15.44970132,-7.65034020
TUTRIM.RFD.cif_491.xyz,-86.36633873,79.41380652,-23.16620214,-24.20495695,-54.32369131
TUTRIM.RFD.cif_492.xyz,-18.78650467,20.83590528,-4.42638273,-8.72048666,-11.09746878
TUTRIM.RFD.cif_496.xyz,-0.48805061,1.81086402,-0.54553507,-4.37979419,-3.60251585
TUTRIM.RFD.cif_536.xyz,-4.20535112,1.33283202,-0.42910968,-3.15033600,-6.45196478
TUTRIM.RFD.cif_541.xyz,-5.12317703,6.84458550,-1.19681331,-5.41247578,-4.88788063
TUWYUG.RFD.cif_304.xyz,-3.56839802,4.68714894,-0.34273076,-4.71663232,-3.94061215
TUWYUG.RFD.cif_357.xyz,-49.02446757,54.43187496,-10.57454800,-64.63644308,-69.80358369
TUWYUG.RFD.cif_363.xyz,3.95150561,0.57161002,-0.29437556,-2.08327438,2.14546568
TUWYUG.RFD.cif_373.xyz,-71.23795060,49.00766473,-19.76932503,-26.54327506,-68.54288596
TUWYUG.RFD.cif_383.xyz,-2.37883668,2.34750868,-0.33448504,-4.42885407,-4.79466711
TUWYUG.RFD.cif_425.xyz,4.08845700,1.15099031,-0.70588024,-3.40339549,1.13017158
TUWYUG.RFD.cif_436.xyz,-0.24780721,1.81815744,-1.68598888,-8.03742624,-8.15306488
TUWYUG.RFD.cif_452.xyz,-6.07453752,8.34625063,-2.11030724,-8.80355637,-8.64215051
TUWYUG.RFD.cif_463.xyz,-34.72992064,23.24836362,-8.98387060,-28.59873593,-49.06416356
TUWYUG.RFD.cif_467.xyz,-2.82013105,7.68513913,-0.95911556,-8.73875160,-4.83285907
TUWYUG.RFD.cif_468.xyz,3.95218772,0.57136928,-0.29438991,-2.08307514,2.14609195
TUWYUG.RFD.cif_494.xyz,-56.44629654,46.09113757,-17.78846510,-18.36833536,-46.51195944
TUWYUG.RFD.cif_505.xyz,-9.32354383,8.36600338,-2.17432220,-6.58413042,-9.71599307
TUWYUG.RFD.cif_506.xyz,-14.22048818,18.02754283,-4.51028962,-27.97571496,-28.67894993
TUWYUG.RFD.cif_520.xyz,3.47494331,3.05778198,-0.50126083,-3.57767727,2.45378718
TZTCHD10.RFD.cif_562.xyz,-0.58430988,6.47783171,-1.23856345,-3.35790973,1.29704866
TZTCHD10.RFD.cif_687.xyz,-28.21622774,17.08076364,-4.97015235,-8.00972034,-24.11533679
TZTCHD10.RFD.cif_712.xyz,-71.00388713,65.50528854,-33.60386381,-13.80388827,-52.90635067
TZTCHD10.RFD.cif_811.xyz,-14.63485464,16.03255903,-1.58552982,-2.83039008,-3.01821551
TZTCHD10.RFD.cif_861.xyz,-23.37217336,13.35608017,-3.18178810,-5.94687485,-19.14475613
UBUBIC.RFD.cif_139.xyz,-6.96234966,5.89690282,-1.60557186,-7.15644770,-9.82746640
UBUBIC.RFD.cif_228.xyz,-56.60903847,73.12834825,-27.31639695,-24.30573400,-35.10282117
UBUBIC.RFD.cif_251.xyz,-56.61890293,73.13631029,-27.32511149,-24.30702059,-35.11472472
UBUBIC.RFD.cif_338.xyz,-6.96235803,5.89690282,-1.60557136,-7.15644771,-9.82747428
UBUFIJ.RFD.cif_457.xyz,-63.03861137,61.99390225,-20.36257272,-23.23334625,-44.64062809
UBUFIJ.RFD.cif_462.xyz,-1.14242378,5.75035440,-1.29571346,-10.42309153,-7.11087438
UBUFIJ.RFD.cif_481.xyz,-8.88029392,4.47912456,-1.75288119,-6.62184059,-12.77589114
UBUFIJ.RFD.cif_482.xyz,-8.88030270,4.47912456,-1.75288104,-6.62184059,-12.77589977
UBUFIJ.RFD.cif_486.xyz,-5.67053502,5.15082087,-1.53636121,-7.78626540,-9.84234076
UBUFIJ.RFD.cif_487.xyz,-5.67053444,5.15082087,-1.53636115,-7.78626543,-9.84234015
UBUFIJ.RFD.cif_507.xyz,-4.39185017,31.88845155,-3.37041675,-41.19048887,-17.06430424
UBUFIJ.RFD.cif_516.xyz,-4.39188647,31.88845159,-3.37041816,-41.19048903,-17.06434206
UBUFIJ.RFD.cif_535.xyz,-63.03427160,66.09116589,-16.94993706,-17.84323506,-31.73627782
UBUFIJ.RFD.cif_536.xyz,-3.35478549,6.54179436,-0.87431674,-8.06978003,-5.75708790
UBUFIJ.RFD.cif_541.xyz,0.78216349,0.78636553,-0.28964747,-3.27027729,-1.99139575
UBUFIJ.RFD.cif_556.xyz,-3.32364374,3.32098423,-0.75110030,-6.54134432,-7.29510412
UBUFIJ.RFD.cif_561.xyz,-2.03606185,5.49134803,-0.83470075,-8.68870521,-6.06811979
UCOTEM.RFD.cif_334.xyz,-31.00818284,59.60447486,-10.27624116,-67.94184982,-49.62179896
UCOTEM.RFD.cif_336.xyz,-3.18330989,2.20220259,-0.51285250,-2.15197329,-3.64593309
UCOTEM.RFD.cif_343.xyz,0.29318255,2.62380896,-0.45799873,-2.03993419,0.41905859
UCOTEM.RFD.cif_375.xyz,-44.15627698,36.13772805,-12.13940587,-9.31701167,-29.47496647
UCOTEM.RFD.cif_384.xyz,-13.39231662,6.85000836,-1.84979956,-3.44445138,-11.83655920
UCOTEM.RFD.cif_387.xyz,-5.59158823,5.51901904,-0.94501031,-3.21215819,-4.22973769
UCOTEM.RFD.cif_390.xyz,-9.86421468,3.50574608,-2.46991377,-6.36500469,-15.19338706
UCOTEM.RFD.cif_405.xyz,-58.12111973,63.54622268,-17.72426723,-11.46068966,-23.75985394
UCOTEM.RFD.cif_422.xyz,-42.29141679,42.78772446,-11.27123851,-10.71610111,-21.49103195
UCOTEM.RFD.cif_434.xyz,-39.65761433,21.75408307,-10.82621286,-14.40810817,-43.13785229
UCOTEM.RFD.cif_435.xyz,-5.25509709,4.34478354,-1.03041349,-3.20698380,-5.14771084
UCOTEM.RFD.cif_438.xyz,-0.77774711,0.95919564,-0.10121270,-2.23650680,-2.15627098
UCOTEM.RFD.cif_440.xyz,-0.53442832,2.46520279,-0.41712365,-1.87264030,-0.35898948
UCOTEM.RFD.cif_458.xyz,-51.33934490,45.63278187,-14.10412378,-10.43451987,-30.24520669
UCOTEM.RFD.cif_483.xyz,-33.58001972,57.97740065,-8.88489028,-69.54184750,-54.02935684
UCOTEM.RFD.cif_485.xyz,-0.55860918,2.70709506,-0.80994484,-2.42544191,-1.08690087
UCOTEM.RFD.cif_492.xyz,1.74990278,1.37835172,-0.30906928,-1.56285379,1.25633143
UCOTIQ.RFD.cif_172.xyz,3.29568373,6.41741591,-1.82088973,-10.69423537,-2.80202545
UCOTIQ.RFD.cif_177.xyz,-47.84568356,79.99457712,-15.71666261,-90.04890037,-73.61666943
UCOTIQ.RFD.cif_178.xyz,-2.35213460,6.57974378,-0.75777738,-10.96589532,-7.49606352
UCOTIQ.RFD.cif_182.xyz,-5.58857379,1.89497861,-0.63801547,-3.79538166,-8.12699231
UCOTIQ.RFD.cif_183.xyz,4.41556999,6.19663499,-1.38081921,-10.03949505,-0.80810929
UCOTIQ.RFD.cif_222.xyz,-53.05364485,43.64047147,-16.30841564,-21.87810971,-47.59969874
UCOTIQ.RFD.cif_223.xyz,-6.85208233,11.54555904,-2.37443306,-13.77949336,-11.46044971
UCOTIQ.RFD.cif_231.xyz,-53.05792753,43.63979214,-16.31087523,-21.87854134,-47.60755197
UCOTIQ.RFD.cif_232.xyz,-6.85194998,11.54518620,-2.37461417,-13.77943867,-11.46081662
UCOTIQ.RFD.cif_271.xyz,11.89535503,8.72467281,-2.43594388,-14.45410031,3.72998365
UCOTIQ.RFD.cif_272.xyz,-15.02694718,8.79399448,-3.22733767,-8.70825171,-18.16854207
UCOTIQ.RFD.cif_275.xyz,0.85659730,11.34424416,-3.46018922,-12.90721430,-4.16656206
UCOTIQ.RFD.cif_276.xyz,-40.53798185,65.11931740,-11.67327949,-83.60609868,-70.69804262
UCOTIQ.RFD.cif_282.xyz,3.53760257,3.25760718,-0.92452451,-6.64688678,-0.77620155
UDEJUK.RFD.cif_316.xyz,-10.07201444,6.84384941,-2.50731769,-6.58001915,-12.31550187
UDEJUK.RFD.cif_340.xyz,-2.84768306,4.11388342,-0.86532481,-7.39415253,-6.99327698
UDEJUK.RFD.cif_370.xyz,-0.20100463,1.40302684,-0.34503255,-4.35855757,-3.50156791
UDEJUK.RFD.cif_447.xyz,-5.35057772,2.48342552,-1.65079198,-5.63658969,-10.15453386
UDEJUK.RFD.cif_449.xyz,-84.91708536,68.84832443,-26.78606523,-33.15170511,-76.00653126
UDEJUK.RFD.cif_482.xyz,-29.86919168,42.44732565,-5.88424951,-49.51717429,-42.82328982
UDEJUK.RFD.cif_514.xyz,-14.20168791,37.25258693,-5.42388645,-49.97101409,-32.34400152
UDEJUK.RFD.cif_569.xyz,-58.90951311,59.40222107,-19.39883785,-32.03102199,-50.93715188
UDEKAR.RFD.cif_272.xyz,-3.11267692,4.36567483,-0.66559423,-6.14434776,-5.55694407
UDEKAR.RFD.cif_367.xyz,-5.32591471,8.60130064,-0.98417170,-7.19358176,-4.90236752
UDEKAR.RFD.cif_372.xyz,-1.71522478,5.89689755,-0.71660418,-5.81043395,-2.34536536
UDEKAR.RFD.cif_432.xyz,-28.04898095,45.10728044,-6.90847036,-54.98896100,-44.83913188
UDEKAR.RFD.cif_457.xyz,-3.30133281,16.41123925,-2.57941099,-22.78227026,-12.25177482
UDEKAR.RFD.cif_462.xyz,-18.13993814,37.63218863,-4.85141041,-50.44931042,-35.80847034
UDEKAR.RFD.cif_481.xyz,-40.06054604,31.66868447,-10.29534586,-21.34601508,-40.03322251
UDEKAR.RFD.cif_486.xyz,-3.30100120,16.41240637,-2.57964913,-22.78270684,-12.25095080
UDEKAR.RFD.cif_566.xyz,-22.88344275,23.37334992,-4.82731422,-33.25037130,-37.58777835
UDEKAR.RFD.cif_571.xyz,-74.94541727,63.24963915,-17.64096323,-33.17561988,-62.51236124
UDEKAR.RFD.cif_576.xyz,-29.20287934,31.38110422,-5.63920263,-40.45872542,-43.91970317
UDEKAR.RFD.cif_661.xyz,-2.66922480,3.89458189,-0.41060048,-6.79623121,-5.98147461
UDEKAR.RFD.cif_671.xyz,-3.11269318,4.36567484,-0.66559562,-6.14434776,-5.55696172
UDEKAR.RFD.cif_681.xyz,1.63129085,1.26468293,-0.29213021,-3.77003909,-1.16619551
UDEKEV.RFD.cif_126.xyz,0.66953147,1.52753784,-0.47071423,-4.93327876,-3.20692368
UDEKEV.RFD.cif_127.xyz,-4.35350442,2.51510033,-1.80215422,-5.28983991,-8.93039822
UDEKEV.RFD.cif_158.xyz,-31.29493236,20.50937309,-5.98632271,-36.39493324,-53.16681522
UDEKEV.RFD.cif_159.xyz,1.68288796,0.42832970,-0.14705331,-2.26076685,-0.29660250
UDEKEV.RFD.cif_172.xyz,-31.45007915,40.26841512,-8.91170609,-42.77550366,-42.86887379
UDEKEV.RFD.cif_179.xyz,10.23095674,6.17049370,-2.99281439,-17.82895456,-4.42031852
UDEKEV.RFD.cif_226.xyz,-7.74818504,8.92738185,-2.09647813,-11.85596687,-12.77324818
UDEKEV.RFD.cif_227.xyz,-7.74950933,8.92751697,-2.09640113,-11.85590223,-12.77429572
UDEKEV.RFD.cif_240.xyz,-87.53821522,80.74660607,-26.74708045,-36.58588639,-70.12457599
UDEKEV.RFD.cif_257.xyz,0.71455227,9.89315891,-3.17586408,-21.74701323,-14.31516613
UDEKEV.RFD.cif_259.xyz,-8.97160623,25.19616619,-2.63634272,-30.34715255,-16.75893531
UDEKEV.RFD.cif_260.xyz,-50.70036272,51.80448926,-17.07357627,-32.55565338,-48.52510311
UDEKEV.RFD.cif_271.xyz,-29.44503301,31.55807888,-6.63945332,-38.04837249,-42.57477994
UDEKEV.RFD.cif_272.xyz,-3.32740092,5.43287448,-1.08957799,-8.41891432,-7.40301875
UDEKEV.RFD.cif_326.xyz,-4.35355032,2.51510032,-1.80215514,-5.28983992,-8.93044506
UDEKEV.RFD.cif_327.xyz,0.67102982,1.52758467,-0.47081252,-4.93342929,-3.20562733
UDEKIZ.RFD.cif_1047.xyz,-5.27690064,15.77742490,-2.41631382,-20.11760492,-12.03339448
UDEKIZ.RFD.cif_1052.xyz,-7.21107994,21.90461196,-3.42620216,-34.04885709,-22.78152723
UDEKIZ.RFD.cif_1071.xyz,-53.57471697,47.14629737,-17.81423958,-22.41326775,-46.65592693
UDEKIZ.RFD.cif_1076.xyz,-5.27685725,15.77760196,-2.41616960,-20.11748017,-12.03290507
UDEKIZ.RFD.cif_1081.xyz,-16.52313033,35.49974500,-6.18325000,-44.38406324,-31.59069857
UDEKIZ.RFD.cif_1161.xyz,-23.79534801,20.94511122,-4.13213968,-29.05797210,-36.04034857
UDEKIZ.RFD.cif_1171.xyz,-82.56421351,79.09520187,-24.17800098,-35.13739354,-62.78440616
UDEKIZ.RFD.cif_1176.xyz,-33.04605066,32.35965657,-6.41175916,-43.28607459,-50.38422783
UDEKIZ.RFD.cif_1236.xyz,-0.06359666,1.91161109,-0.27482608,-4.18043030,-2.60724194
UDEKIZ.RFD.cif_1246.xyz,-2.26882983,5.88857486,-0.64122622,-7.80404343,-4.82552462
UDEKIZ.RFD.cif_1256.xyz,-0.58823736,2.97778107,-0.51235813,-6.03146703,-4.15428146
UDEKIZ.RFD.cif_1266.xyz,-1.74613248,5.10865171,-0.51958398,-7.37185505,-4.52891980
UDEKIZ.RFD.cif_867.xyz,-0.84857633,3.89321655,-0.41047955,-7.05131410,-4.41715342
UDEKIZ.RFD.cif_877.xyz,-2.26884033,5.88869652,-0.64121260,-7.80413500,-4.82549141
UDEKIZ.RFD.cif_882.xyz,-2.40584794,4.82963178,-0.47889675,-7.35647292,-5.41158584
UDIQUV.RFD.cif_178.xyz,-11.86860714,25.26221653,-3.34082662,-36.48602277,-26.43324000
UDIQUV.RFD.cif_228.xyz,-9.72605273,20.76243117,-3.11777345,-41.43336458,-33.51475959
UDIQUV.RFD.cif_241.xyz,-57.50931501,96.38117672,-20.71663382,-130.62748714,-112.47225925
UDIQUV.RFD.cif_248.xyz,-0.72825442,2.68174986,-0.42921682,-8.65956405,-7.13528543
UDIQUV.RFD.cif_254.xyz,-3.56677175,12.23499300,-1.38919129,-15.42428677,-8.14525681
UDIQUV.RFD.cif_258.xyz,-2.94851751,6.74460173,-1.01153913,-14.33196543,-11.54742035
UDIQUV.RFD.cif_261.xyz,-5.47589648,13.37371882,-1.64266256,-15.81840159,-9.56324181
UDIQUV.RFD.cif_277.xyz,-9.83523878,24.68685364,-3.41992776,-42.32413656,-30.89244946
UDIQUV.RFD.cif_284.xyz,-1.48866069,3.94015922,-0.50067374,-9.84590548,-7.89508069
UDIQUV.RFD.cif_293.xyz,-3.56482403,12.23247743,-1.38893710,-15.42324089,-8.14452458
UDIQUV.RFD.cif_304.xyz,-46.98785622,131.15903966,-12.08832108,-203.18336834,-131.10050597
UFAYUV.RFD.cif_137.xyz,-31.58385238,51.04955435,-11.05266898,-72.86492806,-64.45189506
UFAYUV.RFD.cif_232.xyz,-10.64146461,22.90631849,-6.50332759,-28.78852830,-23.02700201
UFAYUV.RFD.cif_237.xyz,0.52921426,7.07616075,-1.85942239,-14.13689616,-8.39094354
UFAYUV.RFD.cif_261.xyz,-0.28760850,7.19597258,-1.78658294,-8.73588725,-3.61410611
UFAYUV.RFD.cif_262.xyz,-0.28669592,7.19533570,-1.78639051,-8.73557702,-3.61332775
UFAYUV.RFD.cif_287.xyz,-1.82142259,3.13008582,-0.86156141,-3.13994660,-2.69284478
UFAYUV.RFD.cif_361.xyz,-59.15383729,61.33987564,-22.91134461,-19.69761705,-40.42292331
UFAYUV.RFD.cif_366.xyz,-59.15862106,61.34924637,-22.91662464,-19.69930059,-40.42529992
UFAYUV.RFD.cif_386.xyz,-36.38530212,34.04636900,-8.60261293,-7.69292229,-18.63446834
UFAYUV.RFD.cif_431.xyz,-10.64404678,22.90938422,-6.50393760,-28.78926346,-23.02786362
UFAYUV.RFD.cif_436.xyz,0.52895235,7.07610185,-1.85938152,-14.13703730,-8.39136462
UFAYUV.RFD.cif_486.xyz,-49.63731723,47.36912648,-12.74720835,-13.43916117,-28.45456027
UFAYUV.RFD.cif_511.xyz,-14.74949512,13.72094818,-3.05599865,-4.61401113,-8.69855672
UFAYUV.RFD.cif_536.xyz,-31.58392723,51.04955385,-11.05264964,-72.86492671,-64.45194973
UFAYUV.RFD.cif_561.xyz,0.55714995,0.67422916,-0.54159840,-3.33813450,-2.64835379
UFAYUV.RFD.cif_566.xyz,0.55713151,0.67416315,-0.54160683,-3.33813552,-2.64844769
UFAYUV.RFD.cif_586.xyz,-34.11723719,37.43101852,-7.90910968,-10.72440368,-15.31973204
UFAZIK.RFD.cif_161.xyz,12.14459807,4.80546586,-2.79888500,-9.68020484,4.47097410
UFAZIK.RFD.cif_162.xyz,12.14139945,4.80464988,-2.79867149,-9.67978815,4.46758971
UFAZIK.RFD.cif_182.xyz,-16.88454337,9.39529387,-2.52092359,-7.10368820,-17.11386130
UFAZIK.RFD.cif_227.xyz,-40.73522959,42.55988808,-9.59612911,-10.22055717,-17.99202779
UFAZIK.RFD.cif_231.xyz,-19.22810697,15.64331767,-2.69951986,-23.93280226,-30.21711142
UFAZIK.RFD.cif_232.xyz,-19.22875285,15.64247213,-2.69963343,-23.93253518,-30.21844932
UFAZIK.RFD.cif_236.xyz,-13.18032398,1.76045960,-0.98903193,-2.21155363,-14.62044994
